QueryResult

# Config entry for catalogue:
serv_type: local
symbol: {PA A_I B_I AREA} {ellipse white {double($B_I)/double($A_I)} {($PA)} {} {}} {{sqrt(7.0*$AREA*double($B_I)/(22.0*double($A_I)))} {}}
# End config entry

# CURSA extensions for info and readability:
#column-units: none 	DEGREES{IHMS.3}	DEGREES{+IDMS.2}	mas/yr          	mas/yr          	mas/yr          	mas/yr          	magnitude       	magnitude       	magnitude       	magnitude       	pixels          	0.01 micron     	0.01 micron     	degrees         	                	sigma           	                	                
#column-types: INTEGER	DOUBLE	DOUBLE	REAL	REAL	REAL	REAL	REAL	REAL	REAL	REAL	INTEGER	INTEGER	INTEGER	INTEGER	INTEGER	REAL	INTEGER	INTEGER
#column-formats: I6	F11.7	F11.7	E12.4	E12.4	E12.4	E12.4	F7.3 	F7.3 	F7.3 	F7.3 	I9   	I7   	I7   	I3   	I2   	F8.3 	I6   	I10  

id	ra	dec	MU_ACOSD	MU_D	SIGMU_A	SIGMU_D	B_J	R_1	R_2	I	AREA	A_I	B_I	PA	CLASS	N_0_1	BLEND	QUALITY
000437	 11.3161267	 61.3714730	 -0.5393E+01	 -0.3914E+01	  0.6131E+01	  0.6086E+01	   20.701	   19.708	   19.601	   18.289	       55	   4310	   3092	 79	 1	   3.375	     0	         0
000438	 11.2457286	 61.3717073	  0.1799E+01	  0.4068E+01	  0.7006E+01	  0.6963E+01	   21.202	   20.491	   20.336	   19.377	       29	   2880	   2582	 30	 2	   0.362	     0	         0
000439	 10.8310738	 61.3717818	  0.9999E+09	  0.9999E+09	  0.9999E+09	  0.9999E+09	   99.999	   99.999	   99.999	   20.612	       10	   2627	   1271	 86	 2	   0.429	     0	         0
000440	 11.2951083	 61.3718975	 -0.7623E+01	  0.5542E+01	  0.5064E+01	  0.4970E+01	   20.456	   19.146	   19.085	   17.901	       72	   4532	   3629	 37	 1	   3.617	     0	         0
000441	 11.2615525	 61.3720322	 -0.4855E+01	 -0.1132E+02	  0.6699E+01	  0.6654E+01	   21.258	   20.202	   19.973	   19.421	       24	   3179	   1962	 21	 2	   0.077	     0	         0
000442	 11.2804567	 61.3720580	 -0.5932E+01	 -0.4203E+02	  0.8680E+01	  0.8893E+01	   99.999	   20.297	   21.201	   20.323	       12	   2816	   1257	 31	 2	   0.868	     0	         0
000443	 11.0951787	 61.3720895	  0.4735E+01	 -0.3032E+01	  0.3355E+01	  0.3208E+01	   19.432	   17.994	   17.833	   16.781	      120	   5183	   4647	 78	 2	   1.581	     0	         0
000444	 11.2754330	 61.3722871	  0.2218E+02	 -0.5518E+01	  0.7239E+01	  0.7217E+01	   21.873	   20.617	   20.485	   19.975	       17	   2916	   1771	 19	 2	   0.395	     0	         0
000445	 10.8947151	 61.3724080	  0.9999E+09	  0.9999E+09	  0.9999E+09	  0.9999E+09	   99.999	   99.999	   99.999	   20.750	        8	   2150	    993	  0	 2	  -0.081	     0	         0
000446	 10.9057984	 61.3725129	  0.9999E+09	  0.9999E+09	  0.9999E+09	  0.9999E+09	   99.999	   99.999	   99.999	   20.631	        9	   2133	   1256	 90	 2	  -0.394	     0	         0
000447	 10.9767667	 61.3725988	 -0.9301E+02	  0.1973E+03	  0.9773E+02	  0.1003E+03	   99.999	   99.999	   20.722	   20.730	        8	   2374	    969	  0	 2	   0.283	     0	         0
000448	 11.0310751	 61.3728011	  0.9999E+09	  0.9999E+09	  0.9999E+09	  0.9999E+09	   99.999	   99.999	   99.999	   20.518	       11	   2155	   1546	166	 2	   0.510	     0	         0
000449	 11.1904387	 61.3728143	  0.7217E+02	 -0.4209E+01	  0.8332E+02	  0.8365E+02	   99.999	   99.999	   21.126	   19.704	       22	   2845	   2149	 38	 2	   0.569	     0	         0
000450	 10.8331078	 61.3728286	 -0.4649E+02	  0.1936E+02	  0.5321E+02	  0.5339E+02	   22.140	   99.999	   20.204	   20.135	       14	   2592	   1433	 96	 2	  -1.260	     0	         0
000451	 11.1447258	 61.3728824	  0.1468E+02	 -0.6285E+01	  0.4352E+01	  0.4346E+01	   19.495	   17.677	   18.029	   17.295	       85	   4935	   4003	121	 2	   0.383	     2	         0
000452	 10.9154992	 61.3730016	  0.9999E+09	  0.9999E+09	  0.9999E+09	  0.9999E+09	   99.999	   99.999	   99.999	   20.666	       10	   2754	   1432	122	 2	   1.554	     0	         0
000453	 11.1667572	 61.3730056	 -0.4388E+00	 -0.6394E+01	  0.7229E+01	  0.7143E+01	   21.783	   20.593	   20.888	   19.633	       23	   3105	   2187	177	 2	  -0.043	     0	         0
000454	 10.8579032	 61.3732801	  0.1035E+01	 -0.2369E+01	  0.4459E+01	  0.4367E+01	   20.286	   18.848	   18.930	   18.204	       58	   3654	   3424	 95	 2	   0.301	     0	         0
000455	 10.9979994	 61.3733225	  0.7064E+00	  0.6018E+02	  0.8439E+02	  0.8553E+02	   99.999	   99.999	   20.171	   19.825	       22	   2809	   2342	109	 2	   1.195	     0	         0
000456	 11.3189451	 61.3733918	  0.1899E+03	 -0.3721E+02	  0.9737E+02	  0.9773E+02	   99.999	   99.999	   21.419	   19.058	       31	   5363	   2592	 82	 1	   9.528	     0	         0
000457	 10.8505046	 61.3734308	  0.2662E+02	  0.1188E+03	  0.5770E+02	  0.5893E+02	   21.842	   99.999	   20.878	   20.263	       13	   2578	   1551	160	 2	  -0.370	     0	         0
000458	 11.2285152	 61.3734468	  0.9234E+00	  0.9588E+01	  0.3175E+01	  0.2929E+01	   18.755	   17.380	   17.553	   16.879	      156	   6942	   5170	153	 1	   4.924	     2	         0
000459	 11.0176977	 61.3736307	  0.4419E+01	  0.3562E+01	  0.6556E+01	  0.6457E+01	   21.150	   20.018	   20.011	   19.329	       30	   2817	   2572	 75	 2	  -0.698	     0	         0
000460	 10.9718725	 61.3736766	  0.9999E+09	  0.9999E+09	  0.9999E+09	  0.9999E+09	   99.999	   99.999	   99.999	   19.674	       17	   4457	   2132	 39	 1	   5.150	     0	         0
000461	 11.0258176	 61.3736846	 -0.3900E+01	  0.1010E+02	  0.6807E+01	  0.6774E+01	   21.661	   20.165	   20.366	   19.982	       18	   2915	   1806	145	 2	   0.223	     0	         0
000462	 11.2834429	 61.3737041	  0.9999E+09	  0.9999E+09	  0.9999E+09	  0.9999E+09	   99.999	   99.999	   99.999	   19.579	       18	   3566	   2042	177	 1	   4.178	     0	         0
000463	 11.1416874	 61.3737573	 -0.1158E+03	  0.7297E+02	  0.4737E+01	  0.4735E+01	   21.950	   99.999	   19.796	   18.315	       47	   3567	   2991	 85	 2	  -0.422	     1	         0
000464	 11.1313667	 61.3738181	  0.9999E+09	  0.9999E+09	  0.9999E+09	  0.9999E+09	   99.999	   99.999	   99.999	   19.506	       23	   4845	   1749	108	 1	   3.566	     0	         0
000465	 11.0844306	 61.3738599	  0.1082E+02	 -0.3113E+00	  0.3857E+01	  0.3758E+01	   19.697	   18.446	   18.257	   17.778	       72	   4080	   3711	 74	 2	   0.492	     0	         0
000466	 11.1192458	 61.3738742	 -0.3212E+02	 -0.9115E+02	  0.1066E+03	  0.1092E+03	   99.999	   99.999	   20.813	   19.771	       19	   3975	   2050	119	 1	   3.638	     0	         0
000467	 11.0368717	 61.3740673	  0.1647E+01	 -0.2105E+01	  0.3315E+01	  0.2712E+01	   15.650	   13.312	   13.265	   12.032	      371	   9394	   8323	 45	 2	   0.012	     0	         0
000468	 10.9476358	 61.3744208	  0.9999E+09	  0.9999E+09	  0.9999E+09	  0.9999E+09	   99.999	   99.999	   99.999	   19.783	       15	   3241	   1703	119	 1	   2.405	     0	         0
000469	 11.2253731	 61.3745394	  0.1266E+02	  0.8206E+01	  0.8111E+01	  0.8230E+01	   21.668	   19.903	   19.962	   18.885	       36	   3273	   2804	 38	 2	  -0.496	     1	         0
000470	 11.0511337	 61.3748523	  0.8483E+01	  0.7266E+01	  0.2804E+01	  0.2413E+01	   17.143	   15.788	   15.688	   15.309	      153	   5712	   5521	 20	 2	  -0.321	     0	         0
000471	 10.8868570	 61.3749204	  0.9999E+09	  0.9999E+09	  0.9999E+09	  0.9999E+09	   99.999	   99.999	   99.999	   20.638	        9	   1921	   1546	135	 2	  -0.929	     0	         0
000472	 11.2713850	 61.3753708	  0.9807E+01	 -0.5549E+01	  0.5594E+01	  0.5499E+01	   20.410	   19.540	   19.183	   18.478	       46	   3608	   2935	151	 2	   0.917	     0	         0
000473	 11.2785848	 61.3754739	  0.9999E+09	  0.9999E+09	  0.9999E+09	  0.9999E+09	   99.999	   99.999	   99.999	   20.337	       13	   2809	   1647	171	 2	   1.548	     0	         0
000474	 11.2912919	 61.3756212	  0.9999E+09	  0.9999E+09	  0.9999E+09	  0.9999E+09	   99.999	   99.999	   99.999	   20.558	       10	   2652	   1482	127	 2	   0.651	     0	         0
000475	 10.8137321	 61.3757106	  0.9582E+01	 -0.4484E+01	  0.6028E+01	  0.5972E+01	   21.515	   19.793	   19.745	   18.488	       50	   3695	   3110	 48	 2	   1.099	     0	         0
000476	 11.0926382	 61.3758555	 -0.1256E+01	  0.5041E+00	  0.3045E+01	  0.2798E+01	   18.543	   17.481	   17.283	   16.656	      110	   5120	   4367	 52	 2	   0.791	     0	         0
000477	 10.9753085	 61.3758572	 -0.1582E+01	  0.1480E+01	  0.6335E+01	  0.6246E+01	   99.999	   20.020	   19.869	   18.348	       53	   3975	   2893	  9	 2	   0.627	     0	         0
000478	 11.2093830	 61.3759145	  0.1165E+03	  0.2003E+02	  0.5379E+02	  0.5441E+02	   21.850	   99.999	   20.713	   19.519	       25	   2793	   2324	169	 2	   0.574	     0	         0
000479	 11.0253209	 61.3760045	  0.2681E+01	  0.2171E+01	  0.4988E+01	  0.4895E+01	   20.235	   19.151	   19.184	   18.639	       42	   3453	   2623	 86	 2	  -0.331	     0	         0
000480	 11.1501443	 61.3761661	 -0.4146E+01	  0.3325E+01	  0.6983E+01	  0.6903E+01	   21.789	   20.236	   19.987	   18.754	       40	   3603	   2853	153	 1	   2.501	     0	         0
000481	 11.1033886	 61.3762698	  0.1579E+02	  0.9579E+01	  0.8521E+01	  0.8630E+01	   21.947	   19.639	   19.814	   19.803	       14	   2139	   1629	 46	 4	  -3.006	     0	         0
000482	 11.1813653	 61.3762795	  0.5773E+02	  0.4147E+02	  0.5074E+02	  0.5065E+02	   22.037	   99.999	   20.674	   19.814	       21	   2450	   2310	121	 2	   0.145	     0	         0
000483	 11.1692267	 61.3762858	  0.9999E+09	  0.9999E+09	  0.9999E+09	  0.9999E+09	   99.999	   99.999	   99.999	   19.798	       13	   2072	   1534	179	 4	  -4.650	     0	         0
000484	 10.8967841	 61.3765620	  0.9999E+09	  0.9999E+09	  0.9999E+09	  0.9999E+09	   99.999	   99.999	   99.999	   19.934	       12	   4317	   1236	 40	 1	   3.484	     0	         0
000485	 10.8870300	 61.3766038	  0.6701E+03	 -0.3407E+03	  0.5991E+02	  0.5993E+02	   99.999	   99.999	   19.790	   19.022	       36	   4498	   2785	 83	 1	   4.650	     2	         0
000486	 11.1958188	 61.3766324	 -0.6104E+02	  0.8773E+02	  0.5726E+02	  0.5819E+02	   22.026	   99.999	   21.022	   19.960	       17	   2443	   1843	 61	 2	  -0.746	     0	         0
000487	 10.9067684	 61.3766611	 -0.4910E+01	 -0.1428E+01	  0.2759E+01	  0.2415E+01	   18.304	   16.185	   16.132	   15.265	      158	   6169	   5151	 63	 2	  -0.104	     0	         0
000488	 10.9222091	 61.3767029	  0.9999E+09	  0.9999E+09	  0.9999E+09	  0.9999E+09	   99.999	   99.999	   99.999	   19.714	       13	   2616	   1586	112	 1	   2.398	     0	         0
000489	 10.8733558	 61.3769441	 -0.6942E+00	 -0.7773E+00	  0.2953E+01	  0.2708E+01	   18.363	   17.246	   17.357	   16.724	       97	   4750	   4234	 27	 2	  -0.578	     0	         0
000490	 11.3214449	 61.3770490	  0.3591E+01	  0.4749E+00	  0.5020E+01	  0.4927E+01	   20.401	   19.236	   18.956	   18.162	       59	   3952	   3319	 91	 2	   1.638	     0	         0
000491	 11.2646963	 61.3771533	 -0.5486E+02	 -0.1379E+03	  0.8466E+01	  0.8569E+01	   22.284	   99.999	   20.129	   18.711	       48	   6314	   2284	143	 1	   8.089	     0	         0
000492	 11.1003193	 61.3772335	  0.2056E+01	 -0.2705E+01	  0.7367E+01	  0.7310E+01	   99.999	   20.847	   20.548	   19.329	       29	   3596	   2216	119	 2	   1.487	     0	         0
000493	 10.8841349	 61.3772650	  0.1131E+02	 -0.3862E+01	  0.8258E+01	  0.8383E+01	   22.345	   20.002	   19.690	   19.090	       38	   3546	   2841	 92	 2	   2.176	     1	         0
000494	 10.8666305	 61.3772891	 -0.3136E+01	  0.4669E+01	  0.3687E+01	  0.3590E+01	   20.103	   18.299	   18.340	   17.432	       77	   4316	   3657	 20	 2	  -0.252	     0	         0
000495	 11.2410395	 61.3772919	  0.4220E+01	  0.1616E+01	  0.3591E+01	  0.3496E+01	   19.302	   18.257	   18.093	   17.247	       90	   4457	   4091	 90	 2	   0.811	     0	         0
000496	 11.1144725	 61.3773320	 -0.1176E+02	 -0.1698E+01	  0.3420E+01	  0.3275E+01	   19.293	   18.092	   17.792	   17.052	       90	   4567	   4055	 59	 2	   0.019	     0	         0
000497	 11.0460138	 61.3776913	 -0.5199E+01	  0.1241E+02	  0.6288E+01	  0.6248E+01	   20.422	   19.758	   19.410	   18.555	       49	   3985	   3279	 94	 1	   4.103	     0	         0
000498	 11.0357493	 61.3777675	  0.2920E+01	 -0.7842E+01	  0.8123E+01	  0.8226E+01	   21.146	   19.633	   20.129	   19.767	       23	   2788	   2264	 69	 2	   0.330	     0	         0
000499	 11.2479986	 61.3778695	 -0.3927E+00	 -0.1560E+01	  0.4241E+01	  0.4148E+01	   19.981	   18.705	   18.508	   17.677	       77	   4721	   3502	160	 2	   2.772	     0	         0
000500	 11.2610219	 61.3778941	 -0.7283E+02	 -0.3757E+02	  0.9227E+02	  0.9265E+02	   99.999	   99.999	   21.028	   19.053	       30	   3852	   2374	 86	 1	   2.766	     0	         0
000501	 11.2177642	 61.3779674	  0.5963E+02	 -0.7209E+02	  0.9854E+02	  0.1012E+03	   99.999	   99.999	   20.885	   20.477	       10	   2180	   1349	 40	 2	  -0.100	     0	         0
000502	 11.2532876	 61.3780213	  0.1050E+01	 -0.3761E+01	  0.4814E+01	  0.4760E+01	   19.948	   19.103	   19.087	   18.306	       52	   3934	   2920	 73	 2	   1.135	     0	         0
000503	 10.9155043	 61.3780402	 -0.2370E+03	 -0.5684E+02	  0.6129E+02	  0.6176E+02	   22.179	   99.999	   20.870	   19.487	       21	   4559	   1825	 73	 1	   3.166	     0	         0
000504	 10.9848981	 61.3782218	 -0.5771E+01	 -0.7164E+01	  0.7207E+01	  0.7142E+01	   22.188	   20.240	   20.596	   19.072	       33	   3830	   2505	 28	 1	   2.563	     0	         0
000505	 11.0227609	 61.3783439	 -0.1744E+01	 -0.3496E+01	  0.3169E+01	  0.3023E+01	   18.880	   17.750	   17.686	   16.981	       90	   4384	   4204	179	 2	  -0.717	     0	         0
000506	 11.1896222	 61.3783931	  0.3407E+01	 -0.2834E+01	  0.6356E+01	  0.6302E+01	   21.241	   19.893	   20.051	   19.169	       30	   3064	   2503	115	 2	   0.189	     0	         0
000507	 11.1515572	 61.3785817	 -0.7516E+01	  0.5143E+01	  0.8360E+01	  0.8499E+01	   21.667	   20.012	   19.842	   19.359	       28	   3494	   2155	 80	 2	   1.182	     0	         0
000508	 11.0633240	 61.3786722	  0.1450E+02	 -0.1236E+02	  0.6676E+01	  0.6622E+01	   21.936	   20.162	   20.340	   18.979	       34	   2852	   2726	171	 2	  -1.284	     0	         0
000509	 11.2317765	 61.3786928	  0.1410E+02	 -0.1732E+01	  0.6130E+01	  0.6078E+01	   21.878	   19.801	   19.759	   18.840	       42	   3350	   3032	 56	 2	   1.168	     0	         0
000510	 11.2660405	 61.3787369	  0.3465E+01	  0.1236E+02	  0.8408E+01	  0.8512E+01	   21.335	   19.727	   19.590	   18.700	       40	   3644	   3020	125	 1	   2.899	     0	         0
000511	 11.0962536	 61.3788888	  0.6853E+02	 -0.4278E+02	  0.9217E+02	  0.9297E+02	   99.999	   99.999	   20.853	   19.355	       22	   3453	   1882	126	 1	   3.518	     0	         0
000512	 10.9553129	 61.3790406	 -0.7196E+01	 -0.3719E+01	  0.3053E+01	  0.2805E+01	   18.618	   17.468	   17.246	   16.788	      103	   4633	   4375	 30	 2	  -0.312	     0	         0
000513	 11.2049890	 61.3792692	  0.1807E+00	 -0.3207E+01	  0.4243E+01	  0.4200E+01	   20.256	   18.759	   18.712	   17.895	       61	   3771	   3494	110	 2	   0.070	     0	         0
000514	 11.1963109	 61.3792864	  0.6528E+01	  0.6031E+01	  0.5366E+01	  0.5266E+01	   20.658	   19.390	   19.488	   18.392	       53	   3527	   3434	176	 2	   0.585	     0	         0
000515	 11.3147768	 61.3792990	  0.9999E+09	  0.9999E+09	  0.9999E+09	  0.9999E+09	   99.999	   99.999	   99.999	   19.573	       18	   3608	   1707	165	 1	   3.294	     0	         0
000516	 11.1596766	 61.3793964	  0.2639E+02	  0.1132E+02	  0.8490E+01	  0.8591E+01	   99.999	   19.867	   21.070	   19.915	       21	   2571	   2336	111	 2	   2.007	     0	         0
000517	 11.0720954	 61.3795351	 -0.4095E+01	  0.6652E+00	  0.3221E+01	  0.3076E+01	   19.261	   17.804	   17.683	   16.982	       92	   4901	   3926	 11	 2	  -0.074	     0	         0
000518	 10.8172707	 61.3796892	 -0.1092E+02	  0.5608E+01	  0.7109E+01	  0.7024E+01	   99.999	   20.405	   20.579	   19.522	       27	   2795	   2601	165	 2	   0.584	     0	         0
000519	 11.0568289	 61.3797024	 -0.2613E+01	  0.7491E+01	  0.7279E+01	  0.7311E+01	   21.026	   18.966	   18.983	   18.181	       62	   4182	   3633	143	 2	   1.317	     0	         0
000520	 11.0252510	 61.3797585	 -0.3710E+01	  0.1353E+03	  0.5331E+02	  0.5321E+02	   22.318	   99.999	   21.169	   19.960	       17	   2255	   2068	101	 2	  -0.557	     0	         0
000521	 11.2222676	 61.3798078	 -0.6184E+01	 -0.5324E+01	  0.2995E+01	  0.2751E+01	   18.479	   17.390	   17.335	   16.645	       99	   4631	   4424	163	 2	  -0.791	     0	         0
000522	 11.0921856	 61.3798616	 -0.1421E+02	  0.1016E+02	  0.3501E+01	  0.3356E+01	   19.590	   18.112	   17.989	   17.302	       86	   4474	   3950	 88	 2	   0.725	     0	         0
000523	 11.2147424	 61.3799207	  0.1717E+01	  0.8617E+01	  0.8506E+01	  0.8654E+01	   21.645	   19.993	   19.651	   18.649	       41	   3874	   2678	137	 1	   3.255	     0	         0
000524	 11.2814754	 61.3800249	  0.9039E+02	  0.8751E+02	  0.8417E+02	  0.8452E+02	   99.999	   99.999	   21.036	   20.002	       16	   2526	   1724	 92	 2	  -0.556	     0	         0
000525	 11.0468417	 61.3800438	 -0.2628E+01	  0.2653E+01	  0.6374E+01	  0.6277E+01	   21.047	   19.912	   19.973	   19.111	       37	   3494	   2706	 36	 2	   1.672	     0	         0
000526	 10.8006750	 61.3800931	 -0.4944E+01	 -0.2568E+01	  0.4170E+01	  0.4074E+01	   20.411	   18.588	   18.573	   17.357	      104	   5438	   4204	168	 1	   2.997	     0	         0
000527	 10.8960083	 61.3802209	  0.7116E+00	 -0.1760E+01	  0.6823E+01	  0.6721E+01	   21.598	   20.343	   19.943	   19.237	       31	   3264	   2328	139	 2	   0.240	     2	         0
000528	 10.8622811	 61.3804988	 -0.1939E+02	  0.3699E+02	  0.4531E+01	  0.4480E+01	   19.667	   17.720	   18.479	   17.787	       62	   3619	   3512	 71	 2	  -1.655	     0	         0
000529	 11.1020754	 61.3805217	 -0.2276E+02	  0.9870E+02	  0.8481E+02	  0.8553E+02	   99.999	   99.999	   20.995	   20.228	       14	   2457	   1607	 99	 2	   0.098	     0	         0
000530	 11.1563597	 61.3805475	  0.4437E+01	 -0.4228E+00	  0.5423E+01	  0.5333E+01	   20.938	   19.416	   19.518	   18.424	       50	   3584	   3014	 95	 2	  -0.111	     0	         0
000531	 11.2601510	 61.3805790	 -0.8452E+02	 -0.3188E+02	  0.4909E+02	  0.4917E+02	   21.639	   99.999	   20.355	   19.866	       18	   2691	   1735	136	 2	  -0.470	     0	         0
000532	 11.1255713	 61.3806810	  0.2371E+01	 -0.6238E+01	  0.3285E+01	  0.3130E+01	   19.544	   17.946	   17.609	   16.417	      119	   5200	   4758	140	 2	   0.276	     0	         0
000533	 11.3083271	 61.3808849	 -0.1830E+02	  0.9794E+01	  0.6555E+02	  0.6688E+02	   22.021	   99.999	   20.353	   19.283	       25	   3469	   2060	174	 1	   3.451	     0	         0
000534	 11.1402407	 61.3809073	  0.2479E+02	 -0.1758E+02	  0.6912E+01	  0.6855E+01	   21.815	   20.443	   20.402	   19.151	       32	   3046	   2477	113	 2	   0.306	     0	         0
000535	 11.1900886	 61.3809399	  0.2679E+02	  0.7758E+02	  0.8127E+02	  0.8210E+02	   99.999	   99.999	   20.119	   19.433	       27	   2806	   2512	  1	 2	   0.485	     0	         0
000536	 10.9945966	 61.3809422	  0.1124E+02	 -0.2332E+01	  0.2988E+01	  0.2487E+01	   15.837	   14.478	   14.463	   14.307	      206	   6559	   6481	 87	 2	  -0.354	     0	         0
000537	 10.8429713	 61.3809520	  0.1014E+01	 -0.1984E+01	  0.3091E+01	  0.2530E+01	   15.010	   13.817	   14.002	   13.679	      261	   7276	   7104	119	 2	   0.186	     3	         0
000538	 10.9718347	 61.3810505	  0.9999E+09	  0.9999E+09	  0.9999E+09	  0.9999E+09	   99.999	   99.999	   99.999	   20.497	       11	   2485	   1632	 19	 2	   0.530	     0	         0
000539	 11.0327240	 61.3811038	  0.9275E+02	 -0.1629E+03	  0.9841E+02	  0.9961E+02	   99.999	   99.999	   21.100	   19.824	       12	   2682	   1514	141	 1	   2.562	     0	         0
000540	 11.2945572	 61.3812024	  0.1546E+02	 -0.1503E+01	  0.7216E+01	  0.7173E+01	   99.999	   20.671	   20.342	   19.425	       29	   3125	   2581	170	 2	   2.108	     0	         0
000541	 10.9822138	 61.3813135	 -0.2109E+01	  0.2220E+02	  0.8767E+01	  0.8932E+01	   99.999	   19.825	   20.305	   18.915	       39	   3950	   3512	 67	 1	   5.185	     0	         0
000542	 11.0641703	 61.3813748	  0.6926E+01	  0.1212E+02	  0.7175E+01	  0.7135E+01	   21.913	   20.620	   20.479	   19.799	       20	   2973	   2215	 86	 2	  -0.198	     0	         0
000543	 10.8981385	 61.3815874	  0.1014E+01	  0.6769E+01	  0.4794E+01	  0.4745E+01	   20.128	   17.938	   18.315	   17.354	       76	   4172	   3760	 39	 2	  -0.781	     1	         0
000544	 10.8870386	 61.3818194	 -0.3920E+01	  0.4371E+01	  0.2759E+01	  0.2420E+01	   18.151	   16.400	   16.591	   15.251	      158	   5771	   5525	177	 2	  -0.619	     0	         0
000545	 10.8190337	 61.3818876	  0.9999E+09	  0.9999E+09	  0.9999E+09	  0.9999E+09	   99.999	   99.999	   99.999	   20.614	       10	   2552	   1198	160	 2	   0.861	     0	         0
000546	 10.8362345	 61.3821111	 -0.2551E+02	  0.5931E+01	  0.2801E+01	  0.2512E+01	   18.046	   16.513	   17.019	   16.740	      101	   4687	   4464	150	 2	  -0.351	     2	         0
000547	 11.1106285	 61.3822217	 -0.6774E+01	  0.1972E+00	  0.6887E+01	  0.6803E+01	   21.827	   20.240	   20.556	   19.694	       24	   2968	   2268	 62	 2	   2.039	     0	         0
000548	 11.0922354	 61.3822239	 -0.3777E+01	  0.7545E+01	  0.4627E+01	  0.4526E+01	   19.675	   19.020	   18.633	   18.032	       64	   4422	   3188	108	 2	   0.993	     0	         0
000549	 11.3111993	 61.3822400	  0.5754E+01	  0.4067E+00	  0.8421E+01	  0.8567E+01	   21.786	   19.838	   20.290	   18.896	       36	   3439	   2700	 68	 1	   2.515	     0	         0
000550	 10.9807533	 61.3822509	  0.9999E+09	  0.9999E+09	  0.9999E+09	  0.9999E+09	   99.999	   99.999	   99.999	   20.716	        8	   1643	   1391	 45	 2	  -1.531	     0	         0
