QueryResult

# Config entry for catalogue:
serv_type: local
symbol: {PA A_I B_I AREA} {ellipse white {double($B_I)/double($A_I)} {($PA)} {} {}} {{sqrt(7.0*$AREA*double($B_I)/(22.0*double($A_I)))} {}}
# End config entry

# CURSA extensions for info and readability:
#column-units: none 	DEGREES{IHMS.3}	DEGREES{+IDMS.2}	mas/yr          	mas/yr          	mas/yr          	mas/yr          	magnitude       	magnitude       	magnitude       	magnitude       	pixels          	0.01 micron     	0.01 micron     	degrees         	                	sigma           	                	                
#column-types: INTEGER	DOUBLE	DOUBLE	REAL	REAL	REAL	REAL	REAL	REAL	REAL	REAL	INTEGER	INTEGER	INTEGER	INTEGER	INTEGER	REAL	INTEGER	INTEGER
#column-formats: I6	F11.7	F11.7	E12.4	E12.4	E12.4	E12.4	F7.3 	F7.3 	F7.3 	F7.3 	I9   	I7   	I7   	I3   	I2   	F8.3 	I6   	I10  

id	ra	dec	MU_ACOSD	MU_D	SIGMU_A	SIGMU_D	B_J	R_1	R_2	I	AREA	A_I	B_I	PA	CLASS	N_0_1	BLEND	QUALITY
002106	 10.8044118	 61.5349917	  0.9999E+09	  0.9999E+09	  0.9999E+09	  0.9999E+09	   99.999	   99.999	   99.999	   20.832	        8	   2204	   1008	 35	 2	  -0.453	     0	         0
002107	 10.8237858	 61.5350175	 -0.3860E+02	 -0.4255E+02	  0.9331E+02	  0.9411E+02	   99.999	   99.999	   20.862	   19.445	       17	   2293	   1885	165	 4	  -2.524	     0	         0
002108	 10.8610613	 61.5350243	  0.9999E+09	  0.9999E+09	  0.9999E+09	  0.9999E+09	   99.999	   99.999	   99.999	   20.549	       12	   2398	   1366	135	 2	   0.048	     0	         0
002109	 10.8922858	 61.5350982	  0.4566E+02	 -0.3971E+02	  0.8366E+02	  0.8478E+02	   99.999	   99.999	   20.834	   20.367	       13	   1942	   1681	135	 2	  -2.014	     0	         0
002110	 10.8566724	 61.5352610	  0.1853E+01	  0.2683E+01	  0.5271E+01	  0.5218E+01	   20.671	   19.251	   19.733	   18.642	       44	   3167	   3134	 80	 2	  -0.352	     0	         0
002111	 11.1840439	 61.5352942	 -0.2653E+01	 -0.1143E+02	  0.3918E+01	  0.3817E+01	   20.044	   18.541	   18.320	   17.403	       88	   5022	   3849	135	 2	   1.611	     0	         0
002112	 10.8146741	 61.5354672	 -0.1668E+02	 -0.7150E+01	  0.3290E+01	  0.2624E+01	   14.491	   13.335	   13.531	   13.183	      271	   7632	   7358	163	 2	  -0.812	     2	         0
002113	 11.1779792	 61.5355280	  0.9999E+09	  0.9999E+09	  0.9999E+09	  0.9999E+09	   99.999	   99.999	   99.999	   20.570	       10	   1913	   1461	 46	 2	  -1.402	     0	         0
002114	 11.2984974	 61.5356025	  0.9999E+09	  0.9999E+09	  0.9999E+09	  0.9999E+09	   99.999	   99.999	   99.999	   20.688	       10	   2585	   1396	170	 2	   1.608	     0	         0
002115	 10.9006464	 61.5356173	  0.4551E+01	  0.8982E+01	  0.6954E+01	  0.6859E+01	   21.510	   20.345	   19.807	   19.231	       35	   3129	   2747	 35	 2	  -0.111	     0	         0
002116	 11.2200641	 61.5356534	  0.9999E+09	  0.9999E+09	  0.9999E+09	  0.9999E+09	   99.999	   99.999	   99.999	   20.837	        8	   2448	   1428	 26	 2	   1.105	     0	         0
002117	 11.1228686	 61.5358093	 -0.1197E+03	  0.1246E+03	  0.9386E+02	  0.9452E+02	   99.999	   99.999	   21.630	   20.284	       16	   2972	   1723	 85	 2	   2.162	     0	         0
002118	 11.3149596	 61.5359302	  0.9999E+09	  0.9999E+09	  0.9999E+09	  0.9999E+09	   99.999	   99.999	   99.999	   20.771	        8	   1871	   1249	 98	 2	  -1.589	     0	         0
002119	 10.8353424	 61.5361978	  0.9999E+09	  0.9999E+09	  0.9999E+09	  0.9999E+09	   99.999	   99.999	   99.999	   20.637	        9	   1794	   1558	 36	 2	  -1.906	     0	         0
002120	 11.2721299	 61.5362235	  0.2862E+01	  0.3871E+01	  0.6891E+01	  0.6850E+01	   21.645	   20.114	   20.359	   18.905	       37	   4462	   2742	 62	 1	   3.973	     0	         0
002121	 11.1617994	 61.5363187	 -0.4881E+01	 -0.5483E+01	  0.7186E+01	  0.7103E+01	   21.847	   20.586	   20.777	   19.690	       29	   3291	   3116	164	 2	   2.082	     0	         0
002122	 10.8404159	 61.5363559	 -0.3012E+01	  0.6297E+01	  0.3571E+01	  0.3476E+01	   20.027	   18.204	   18.393	   17.240	       96	   4443	   4350	108	 2	   0.606	     0	         0
002123	 10.9260548	 61.5364115	 -0.4159E+01	 -0.7203E+00	  0.3073E+01	  0.2874E+01	   18.612	   17.509	   17.517	   17.050	       93	   4516	   4177	 71	 2	   0.062	     0	         0
002124	 10.9732619	 61.5365094	 -0.2819E+02	  0.1448E+03	  0.7667E+02	  0.7744E+02	   99.999	   99.999	   20.445	   20.040	       20	   2487	   2374	101	 2	   0.849	     0	         0
002125	 11.0891403	 61.5365146	  0.9577E+00	 -0.2631E+01	  0.3279E+01	  0.3081E+01	   18.763	   17.845	   17.719	   17.131	       86	   4412	   4012	 53	 2	  -0.904	     0	         0
002126	 11.0586739	 61.5365163	  0.2387E+02	  0.6615E+02	  0.8900E+02	  0.9005E+02	   99.999	   99.999	   21.263	   20.377	       12	   2231	   1514	 83	 2	  -1.164	     0	         0
002127	 11.0366156	 61.5365610	  0.8686E+01	  0.1260E+01	  0.4126E+01	  0.4027E+01	   19.902	   18.666	   18.418	   17.940	       67	   4197	   3524	 68	 2	   0.776	     0	         0
002128	 11.2994204	 61.5370927	  0.9999E+09	  0.9999E+09	  0.9999E+09	  0.9999E+09	   99.999	   99.999	   99.999	   20.320	        8	   2372	    892	102	 1	  -0.236	     0	         0
002129	 11.2831335	 61.5371408	  0.2331E+01	  0.3333E+00	  0.3955E+01	  0.3862E+01	   19.933	   18.551	   18.501	   17.655	       69	   4534	   3434	 81	 2	   0.024	     0	         0
002130	 11.2005480	 61.5371729	  0.9999E+09	  0.9999E+09	  0.9999E+09	  0.9999E+09	   99.999	   99.999	   99.999	   20.174	        9	   3253	   1648	 69	 1	   3.169	     0	         0
002131	 10.9568209	 61.5372119	  0.3687E+02	 -0.1445E+02	  0.4281E+01	  0.4195E+01	   99.999	   99.999	   20.582	   19.484	       17	   2800	   1670	 69	 4	  -3.494	     2	         0
002132	 10.9772274	 61.5372371	  0.9999E+09	  0.9999E+09	  0.9999E+09	  0.9999E+09	   99.999	   99.999	   99.999	   20.653	       11	   2828	   1228	 84	 2	   1.656	     0	         0
002133	 10.8047728	 61.5374611	 -0.9678E+01	  0.1001E+01	  0.7751E+01	  0.7830E+01	   21.465	   19.311	   19.438	   18.831	       46	   3607	   3072	 97	 2	   0.830	     0	         0
002134	 11.2374728	 61.5375454	 -0.3120E+01	  0.1051E+02	  0.4074E+01	  0.3976E+01	   19.838	   18.599	   18.654	   17.769	       65	   3817	   3493	 92	 2	  -0.580	     0	         0
002135	 11.0971526	 61.5376049	  0.8547E+02	  0.1481E+03	  0.5764E+02	  0.5820E+02	   21.573	   99.999	   20.808	   19.423	       21	   3626	   2064	 32	 1	   5.124	     0	         0
002136	 11.2045610	 61.5376118	  0.8971E+01	  0.5045E+01	  0.6010E+01	  0.5911E+01	   20.889	   19.721	   19.684	   18.873	       41	   3548	   2773	 70	 2	   0.468	     0	         0
002137	 10.8134130	 61.5376582	 -0.2815E+02	  0.9026E+02	  0.5504E+01	  0.5537E+01	   20.554	   99.999	   18.647	   17.600	       78	   6497	   4492	161	 1	   2.200	     1	         0
002138	 11.0523152	 61.5378599	  0.9999E+09	  0.9999E+09	  0.9999E+09	  0.9999E+09	   99.999	   99.999	   99.999	   19.430	       15	   5589	   1585	 17	 1	   6.833	     0	         0
002139	 10.8249787	 61.5380072	  0.3965E+01	  0.7365E+01	  0.2818E+01	  0.2425E+01	   17.049	   15.837	   16.212	   15.961	      123	   5172	   4841	110	 2	  -1.422	     0	         0
002140	 10.9970322	 61.5380129	 -0.1182E+02	 -0.3104E+01	  0.4175E+01	  0.4129E+01	   19.877	   17.547	   17.904	   16.629	      110	   6342	   3777	 29	 2	   2.028	     0	         0
002141	 11.3113454	 61.5381154	 -0.3708E+02	  0.5329E+01	  0.9150E+02	  0.9257E+02	   99.999	   99.999	   21.291	   20.679	       10	   2427	   1639	 81	 2	   1.165	     0	         0
002142	 10.9046325	 61.5381154	  0.3843E+01	 -0.1795E+01	  0.8059E+01	  0.8185E+01	   22.293	   19.888	   20.124	   18.692	       49	   3935	   2779	100	 2	   1.566	     0	         0
002143	 10.9540019	 61.5381636	 -0.4619E+01	  0.1002E+02	  0.3718E+01	  0.3621E+01	   19.702	   18.349	   18.379	   17.349	       86	   4290	   4107	105	 2	  -0.307	     1	         0
002144	 10.8860319	 61.5381882	 -0.8846E+01	 -0.1382E+01	  0.6167E+01	  0.6113E+01	   21.269	   19.836	   20.047	   18.729	       50	   4061	   3243	 86	 2	   2.159	     0	         0
002145	 11.1855720	 61.5382936	  0.9999E+09	  0.9999E+09	  0.9999E+09	  0.9999E+09	   99.999	   99.999	   99.999	   20.188	        8	   2654	    973	133	 1	   0.235	     0	         0
002146	 10.9650537	 61.5385096	  0.9999E+09	  0.9999E+09	  0.9999E+09	  0.9999E+09	   99.999	   99.999	   99.999	   20.722	       10	   2667	   1827	122	 2	   1.848	     0	         0
002147	 10.8961023	 61.5385263	 -0.2209E+01	 -0.2388E+01	  0.3833E+01	  0.3736E+01	   20.056	   18.441	   18.475	   17.439	       80	   4100	   3954	156	 2	  -0.515	     0	         0
002148	 11.0777127	 61.5387388	  0.9999E+09	  0.9999E+09	  0.9999E+09	  0.9999E+09	   99.999	   99.999	   99.999	   20.073	       18	   2506	   1936	  1	 2	  -0.076	     0	         0
002149	 10.9134245	 61.5387394	  0.9999E+09	  0.9999E+09	  0.9999E+09	  0.9999E+09	   99.999	   99.999	   99.999	   20.810	        9	   2107	   1613	 44	 2	   1.358	     0	         0
002150	 11.2537941	 61.5387554	  0.5966E+02	 -0.4138E+02	  0.5260E+02	  0.5250E+02	   22.241	   99.999	   21.034	   19.888	       19	   2814	   1832	115	 2	  -0.841	     0	         0
002151	 11.1410325	 61.5388110	  0.4764E+01	 -0.1716E+02	  0.7574E+01	  0.7536E+01	   22.370	   20.835	   20.407	   19.187	       26	   3364	   2725	123	 1	   3.384	     0	         0
002152	 11.2299923	 61.5388408	  0.1690E+03	 -0.3533E+02	  0.5359E+02	  0.5360E+02	   22.378	   99.999	   20.991	   19.991	       19	   3218	   1762	 85	 2	   0.956	     0	         0
002153	 10.9397204	 61.5388672	 -0.7685E+00	  0.6379E+01	  0.6786E+01	  0.6744E+01	   21.777	   19.962	   19.571	   18.790	       41	   3595	   3174	 50	 1	   4.028	     0	         0
002154	 10.9337336	 61.5388786	 -0.7322E+01	 -0.6246E+00	  0.2996E+01	  0.2479E+01	   15.701	   14.198	   14.355	   13.834	      233	   7181	   6646	102	 2	  -0.235	     0	         0
002155	 11.0986595	 61.5388895	 -0.1278E+03	 -0.6133E+01	  0.1011E+03	  0.1029E+03	   99.999	   99.999	   20.550	   19.392	       20	   3349	   2341	108	 1	   4.042	     0	         0
002156	 11.0063760	 61.5389508	 -0.9796E+01	 -0.2517E+01	  0.3314E+01	  0.3169E+01	   19.232	   17.973	   17.679	   16.977	      105	   5615	   4192	 28	 2	   1.469	     0	         0
002157	 10.8380290	 61.5391433	  0.1987E+02	  0.2935E+02	  0.4864E+02	  0.4846E+02	   21.903	   99.999	   20.218	   19.584	       22	   2839	   2120	178	 2	  -1.298	     0	         0
002158	 11.0751206	 61.5392086	  0.9999E+09	  0.9999E+09	  0.9999E+09	  0.9999E+09	   99.999	   99.999	   99.999	   20.766	        9	   2221	   1978	 46	 2	  -0.464	     0	         0
002159	 11.0119795	 61.5392253	 -0.7740E+00	 -0.4191E+01	  0.4670E+01	  0.4576E+01	   20.107	   19.024	   18.892	   18.127	       64	   4146	   3368	 90	 2	   1.178	     0	         0
002160	 10.9422987	 61.5394367	  0.4788E+02	  0.3016E+02	  0.6618E+01	  0.6580E+01	   99.999	   99.999	   19.571	   19.705	       22	   2608	   2245	116	 2	  -0.871	     0	         0
002161	 11.0008378	 61.5395215	 -0.2348E+01	  0.5658E+00	  0.5032E+01	  0.4933E+01	   20.367	   19.214	   19.130	   18.363	       53	   3770	   3263	 99	 2	   0.056	     0	         0
002162	 11.1784352	 61.5397828	  0.3523E+01	 -0.4041E+01	  0.5827E+01	  0.5767E+01	   21.262	   19.609	   19.088	   18.613	       43	   3961	   2558	112	 2	   0.703	     0	         0
002163	 11.0443648	 61.5399082	  0.1345E+02	 -0.4507E+01	  0.7740E+01	  0.7733E+01	   22.002	   20.822	   20.027	   19.186	       28	   3482	   2408	101	 1	   2.867	     2	         0
002164	 10.9886922	 61.5399541	 -0.2598E+03	 -0.2895E+03	  0.9767E+02	  0.1006E+03	   99.999	   99.999	   20.702	   20.803	        8	   2262	   1097	113	 2	  -1.027	     0	         0
002165	 10.8786872	 61.5400154	 -0.2463E+01	  0.2428E+01	  0.6272E+01	  0.6228E+01	   21.219	   19.820	   19.896	   19.427	       27	   2776	   2185	 62	 2	  -1.577	     0	         0
002166	 11.2323849	 61.5401523	  0.9999E+09	  0.9999E+09	  0.9999E+09	  0.9999E+09	   99.999	   99.999	   99.999	   19.821	       13	   2440	   1958	 63	 1	   2.892	     0	         0
002167	 10.8964363	 61.5401815	  0.2416E+02	 -0.1241E+03	  0.8561E+01	  0.8722E+01	   22.263	   99.999	   21.007	   19.934	       19	   2891	   1772	 52	 2	  -0.185	     0	         0
002168	 11.1735187	 61.5402870	  0.6442E+01	  0.1550E+03	  0.6867E+02	  0.7029E+02	   21.947	   99.999	   20.386	   19.980	       13	   3953	   1309	109	 1	   2.421	     0	         0
002169	 11.0596330	 61.5403328	  0.9999E+09	  0.9999E+09	  0.9999E+09	  0.9999E+09	   99.999	   99.999	   99.999	   19.567	       16	   5045	   1584	157	 1	   5.902	     0	         0
002170	 11.0313701	 61.5403420	  0.1591E+03	  0.2953E+03	  0.9076E+02	  0.9114E+02	   99.999	   99.999	   21.000	   18.925	       34	   4170	   3459	 88	 1	   8.092	     0	         0
002171	 11.2010579	 61.5403540	  0.9999E+09	  0.9999E+09	  0.9999E+09	  0.9999E+09	   99.999	   99.999	   99.999	   20.529	       12	   2449	   1429	 74	 2	   0.729	     0	         0
002172	 10.9077849	 61.5404205	 -0.2238E+01	 -0.4114E+01	  0.6842E+01	  0.6752E+01	   21.943	   20.064	   19.996	   18.991	       32	   4248	   2327	176	 1	   2.120	     0	         0
002173	 11.2126781	 61.5404543	 -0.1493E+02	 -0.1060E+01	  0.8274E+01	  0.8377E+01	   21.731	   19.633	   20.281	   18.523	       53	   7949	   2496	 62	 1	   8.304	     0	         0
002174	 11.0836755	 61.5404789	  0.9999E+09	  0.9999E+09	  0.9999E+09	  0.9999E+09	   99.999	   99.999	   99.999	   20.514	       13	   3118	   1334	161	 2	   1.769	     0	         0
002175	 11.1330507	 61.5405494	 -0.2647E+01	  0.6371E+01	  0.6079E+01	  0.6027E+01	   20.531	   19.774	   19.618	   19.167	       34	   3197	   2658	128	 2	   0.229	     0	         0
002176	 11.3172721	 61.5405969	 -0.7087E+02	 -0.3280E+02	  0.7520E+01	  0.7456E+01	   99.999	   20.630	   19.926	   18.418	       57	   5686	   3196	 65	 1	   8.855	     0	         0
002177	 11.3082314	 61.5407201	  0.1497E+01	  0.6350E+01	  0.6438E+01	  0.6382E+01	   21.765	   20.043	   19.813	   18.754	       48	   3824	   3002	117	 2	   1.265	     0	         0
002178	 10.9150185	 61.5407224	  0.9999E+09	  0.9999E+09	  0.9999E+09	  0.9999E+09	   99.999	   99.999	   99.999	   19.478	       19	   3763	   1803	 28	 1	   4.543	     0	         0
002179	 11.0397909	 61.5410559	  0.9357E+02	  0.1176E+03	  0.5792E+02	  0.5811E+02	   22.023	   99.999	   20.717	   18.982	       31	   4116	   2907	 70	 1	   5.538	     0	         0
002180	 10.9870851	 61.5410668	  0.9933E+02	 -0.5497E+02	  0.7485E+01	  0.7499E+01	   99.999	   99.999	   20.699	   20.340	       14	   2222	   1640	 45	 2	  -0.707	     0	         0
002181	 11.1540009	 61.5412054	 -0.1151E+02	  0.6991E+01	  0.7361E+01	  0.7312E+01	   21.816	   20.530	   21.206	   20.380	       14	   2762	   1965	155	 2	   1.254	     0	         0
002182	 11.2781345	 61.5413200	  0.6622E+00	 -0.5451E+02	  0.7784E+01	  0.7830E+01	   21.842	   19.047	   20.363	   19.667	       25	   3174	   2113	153	 2	   0.963	     0	         0
002183	 10.9897350	 61.5413309	 -0.1472E+03	 -0.2814E+03	  0.1026E+03	  0.1049E+03	   99.999	   99.999	   20.753	   19.261	       25	   4765	   2208	 49	 1	   6.349	     0	         0
002184	 11.0494710	 61.5413458	  0.9999E+09	  0.9999E+09	  0.9999E+09	  0.9999E+09	   99.999	   99.999	   99.999	   20.631	       10	   1922	   1425	  1	 2	  -1.131	     0	         0
002185	 11.1982258	 61.5416048	 -0.1239E+01	  0.2273E+01	  0.3935E+01	  0.3836E+01	   19.754	   18.469	   18.607	   17.822	       70	   4041	   3686	116	 2	   0.312	     0	         0
002186	 10.9846901	 61.5416735	 -0.3966E+00	 -0.2906E+01	  0.7163E+01	  0.7141E+01	   99.999	   20.396	   19.984	   19.652	       22	   2760	   2074	 60	 2	  -1.179	     0	         0
002187	 11.1709696	 61.5418677	  0.1742E+03	 -0.7834E+03	  0.5591E+02	  0.5591E+02	   99.999	   99.999	   21.122	   20.402	       14	   2853	   1516	 88	 2	   1.561	     0	         0
002188	 10.9317689	 61.5419004	  0.9999E+09	  0.9999E+09	  0.9999E+09	  0.9999E+09	   99.999	   99.999	   99.999	   20.536	        9	   3059	    951	162	 1	  -0.380	     0	         0
002189	 11.2664037	 61.5419193	 -0.1579E+01	  0.1265E+02	  0.6205E+01	  0.6148E+01	   21.998	   19.893	   19.875	   18.547	       45	   3712	   2758	117	 2	  -0.231	     0	         0
002190	 11.2388788	 61.5419342	 -0.3674E+01	  0.1761E+01	  0.6450E+01	  0.6395E+01	   21.200	   20.001	   19.970	   18.988	       38	   3383	   2708	 41	 2	   0.895	     0	         0
002191	 11.0736212	 61.5419474	  0.2243E+03	 -0.5090E+03	  0.9934E+02	  0.1020E+03	   99.999	   99.999	   20.832	   20.740	        9	   2311	   1178	 14	 2	  -0.070	     0	         0
002192	 11.0456139	 61.5419629	  0.7876E+00	 -0.4863E+01	  0.3271E+01	  0.3125E+01	   19.026	   17.888	   17.700	   17.023	       97	   5395	   4266	 17	 2	   0.589	     1	         0
002193	 11.1378629	 61.5421955	 -0.4606E+02	 -0.7576E+02	  0.9512E+02	  0.9648E+02	   99.999	   99.999	   21.594	   20.614	        9	   2110	   1518	145	 2	  -1.288	     0	         0
002194	 11.2626732	 61.5422138	  0.9999E+09	  0.9999E+09	  0.9999E+09	  0.9999E+09	   99.999	   99.999	   99.999	   20.093	        9	   3330	   1166	 33	 1	   2.523	     0	         0
002195	 10.9740280	 61.5422528	  0.9999E+09	  0.9999E+09	  0.9999E+09	  0.9999E+09	   99.999	   99.999	   99.999	   19.779	       11	   2594	   1983	 46	 1	   3.204	     0	         0
002196	 10.8401867	 61.5423164	 -0.2447E+03	 -0.2542E+02	  0.9518E+02	  0.9747E+02	   99.999	   99.999	   20.646	   20.504	       11	   2392	   1397	103	 2	  -0.692	     0	         0
002197	 10.9671290	 61.5423336	  0.2685E+02	 -0.8294E+02	  0.7154E+01	  0.7119E+01	   99.999	   99.999	   20.251	   19.054	       30	   4073	   2063	127	 1	   3.945	     0	         0
002198	 11.0237813	 61.5423571	 -0.6444E+01	 -0.2131E+01	  0.3974E+01	  0.3876E+01	   19.712	   18.542	   18.585	   17.784	       69	   4050	   3606	 84	 2	   0.220	     0	         0
002199	 11.2777500	 61.5426218	 -0.1144E+02	  0.3009E+02	  0.7974E+01	  0.8043E+01	   99.999	   19.047	   20.715	   20.130	       19	   2998	   2073	141	 2	   1.873	     0	         0
002200	 10.8355526	 61.5427129	 -0.2148E+01	 -0.2505E+01	  0.3810E+01	  0.3713E+01	   19.997	   18.388	   18.480	   17.601	       75	   4416	   3501	 76	 2	   0.842	     0	         0
002201	 11.3152576	 61.5427524	  0.4953E+01	  0.5755E+01	  0.8223E+01	  0.8362E+01	   22.419	   19.821	   20.324	   19.444	       29	   3100	   2312	 33	 2	   0.148	     0	         0
002202	 10.8270992	 61.5428063	  0.1083E+03	 -0.6275E+02	  0.8274E+02	  0.8308E+02	   99.999	   99.999	   21.032	   19.852	       21	   2638	   2280	101	 2	  -0.077	     0	         0
002203	 11.1517274	 61.5429581	 -0.5273E+01	  0.1146E+01	  0.3747E+01	  0.3600E+01	   19.053	   18.327	   18.267	   17.790	       66	   4167	   3326	169	 2	   0.494	     0	         0
002204	 11.2280287	 61.5429999	  0.9999E+09	  0.9999E+09	  0.9999E+09	  0.9999E+09	   99.999	   99.999	   99.999	   20.408	       11	   2688	   1506	166	 2	  -1.028	     0	         0
002205	 10.8713774	 61.5430142	 -0.4908E+01	 -0.1517E+02	  0.8457E+01	  0.8591E+01	   99.999	   20.056	   20.646	   19.610	       24	   2931	   2078	 75	 2	  -0.330	     0	         0
002206	 10.8595802	 61.5434336	  0.9999E+09	  0.9999E+09	  0.9999E+09	  0.9999E+09	   99.999	   99.999	   99.999	   19.734	       12	   2963	   2121	 89	 1	   3.714	     0	         0
002207	 10.9978596	 61.5434674	  0.4412E+02	 -0.3140E+02	  0.9465E+02	  0.9696E+02	   99.999	   99.999	   20.794	   20.085	       20	   2604	   2130	133	 2	   1.126	     0	         0
002208	 11.1402436	 61.5435648	  0.9999E+09	  0.9999E+09	  0.9999E+09	  0.9999E+09	   99.999	   99.999	   99.999	   20.285	       15	   2712	   1581	128	 2	   0.894	     0	         0
002209	 11.2736665	 61.5435820	  0.9999E+09	  0.9999E+09	  0.9999E+09	  0.9999E+09	   99.999	   99.999	   99.999	   19.983	        9	   4343	    795	150	 3	   2.315	     0	         0
002210	 10.9366957	 61.5436250	 -0.6477E+01	 -0.5119E+01	  0.5985E+01	  0.5934E+01	   21.127	   19.681	   19.900	   19.029	       40	   3705	   2862	 50	 2	   0.941	     0	         0
002211	 10.9663245	 61.5436938	  0.4377E+01	 -0.4758E+01	  0.6816E+01	  0.6777E+01	   21.738	   20.224	   20.363	   19.710	       21	   2746	   2009	169	 2	  -0.789	     0	         0
002212	 11.0342573	 61.5437866	  0.2633E+01	  0.5848E+01	  0.5103E+01	  0.5008E+01	   20.306	   19.155	   19.226	   18.114	       62	   4363	   3293	 17	 1	   3.017	     0	         0
002213	 10.9165253	 61.5438078	 -0.4954E+02	  0.5986E+02	  0.6673E+02	  0.6827E+02	   22.392	   99.999	   20.827	   19.322	       24	   2992	   2233	 33	 1	   2.448	     0	         0
002214	 11.2189806	 61.5439504	 -0.1139E+02	 -0.3383E+02	  0.5471E+02	  0.5468E+02	   22.272	   99.999	   20.706	   20.235	       15	   2599	   1755	166	 2	  -0.108	     0	         0
002215	 11.0539057	 61.5439791	 -0.3033E+01	 -0.1788E+00	  0.4799E+01	  0.4698E+01	   20.131	   18.917	   18.657	   17.848	       71	   5448	   3155	172	 1	   4.103	     0	         0
002216	 10.9787663	 61.5439980	 -0.5226E+01	  0.1285E+01	  0.8243E+01	  0.8344E+01	   21.524	   19.597	   19.510	   18.613	       40	   3678	   2936	 50	 1	   3.098	     0	         0
002217	 10.8735844	 61.5441487	  0.9999E+09	  0.9999E+09	  0.9999E+09	  0.9999E+09	   99.999	   99.999	   99.999	   20.854	        8	   2158	   1128	 57	 2	   0.510	     0	         0
002218	 11.1051069	 61.5442598	 -0.9696E+01	 -0.6325E+01	  0.6524E+01	  0.6440E+01	   21.473	   19.842	   19.117	   18.401	       57	   5328	   2865	 59	 1	   7.175	     0	         0
002219	 11.0065107	 61.5442891	 -0.1072E+03	  0.7568E+01	  0.8904E+02	  0.8969E+02	   99.999	   99.999	   21.436	   19.987	       19	   3056	   1752	137	 2	   1.129	     0	         0
002220	 10.8062447	 61.5443154	 -0.2023E+01	  0.1751E+01	  0.2811E+01	  0.2419E+01	   17.137	   15.763	   16.109	   15.671	      141	   5435	   5231	134	 2	  -0.135	     0	         0
002221	 11.1414531	 61.5445417	 -0.6190E+02	  0.2756E+02	  0.8609E+02	  0.8722E+02	   99.999	   99.999	   20.158	   20.067	       16	   2826	   1516	 17	 2	  -0.823	     0	         0
002222	 10.9427531	 61.5445561	 -0.7270E+01	 -0.3183E+02	  0.4088E+01	  0.4012E+01	   18.495	   17.556	   17.979	   14.727	      181	   8343	   4767	 16	 2	   1.193	     0	         0
002223	 10.8393737	 61.5446495	  0.4699E+02	  0.4403E+02	  0.8191E+02	  0.8226E+02	   99.999	   99.999	   20.938	   19.925	       20	   2972	   1922	114	 2	   0.467	     0	         0
002224	 11.1268570	 61.5446655	  0.1054E+03	 -0.9214E+02	  0.5593E+02	  0.5675E+02	   21.972	   99.999	   99.999	   20.826	        8	   2502	   1041	 23	 2	   0.613	     0	         0
002225	 11.1820179	 61.5446752	  0.1488E+02	  0.4281E+00	  0.2765E+01	  0.2414E+01	   17.872	   16.342	   16.124	   15.578	      138	   5444	   5326	 42	 2	  -0.491	     0	         0
002226	 11.0873372	 61.5446815	 -0.1009E+02	  0.8859E+00	  0.8243E+01	  0.8392E+01	   21.152	   19.604	   20.028	   18.874	       35	   4028	   2555	 47	 1	   1.599	     0	         0
002227	 10.8025325	 61.5450706	  0.9999E+09	  0.9999E+09	  0.9999E+09	  0.9999E+09	   99.999	   99.999	   99.999	   20.862	        8	   2354	   1215	 80	 2	   0.600	     0	         0
002228	 10.8265148	 61.5451221	  0.5009E+01	 -0.1078E+02	  0.7060E+01	  0.6973E+01	   99.999	   20.400	   20.371	   19.449	       30	   3129	   2510	 38	 2	   0.139	     0	         0
002229	 11.0252383	 61.5452843	  0.1509E+01	 -0.3502E+01	  0.6837E+01	  0.6930E+01	   21.148	   18.815	   19.092	   17.915	       64	   3847	   3627	119	 2	  -0.270	     0	         0
002230	 11.0138531	 61.5455679	 -0.1985E+01	  0.3406E+00	  0.3428E+01	  0.3282E+01	   19.350	   18.017	   17.993	   17.532	       70	   4160	   3506	 38	 2	  -0.791	     0	         0
002231	 11.0019774	 61.5458160	  0.1122E+02	 -0.5654E+01	  0.6706E+01	  0.6614E+01	   21.587	   20.143	   20.125	   19.539	       27	   3070	   2424	132	 2	   0.774	     0	         0
002232	 11.2047535	 61.5458509	 -0.7347E+00	 -0.1098E+01	  0.3480E+01	  0.3325E+01	   20.137	   18.124	   18.037	   16.910	       90	   4458	   4208	 40	 2	  -0.984	     0	         0
002233	 10.8240683	 61.5459054	 -0.9487E+02	  0.6412E+02	  0.7733E+01	  0.7754E+01	   99.999	   99.999	   21.119	   20.829	        8	   2295	   1006	 21	 2	  -0.291	     0	         0
002234	 11.2624778	 61.5460016	  0.4091E+03	  0.4174E+03	  0.1033E+03	  0.1059E+03	   99.999	   99.999	   20.586	   19.714	       11	   2728	   1453	 59	 1	   2.852	     0	         0
002235	 10.8159724	 61.5463746	  0.4483E+01	  0.3521E+01	  0.6673E+01	  0.6618E+01	   21.573	   20.147	   20.124	   19.265	       35	   3483	   2706	150	 2	   1.158	     0	         0
002236	 11.0707438	 61.5467001	  0.9999E+09	  0.9999E+09	  0.9999E+09	  0.9999E+09	   99.999	   99.999	   99.999	   20.628	       11	   2217	   1635	 55	 2	   0.324	     0	         0
002237	 10.8703226	 61.5469035	  0.2234E+03	 -0.6606E+02	  0.9352E+02	  0.9432E+02	   99.999	   99.999	   20.950	   19.326	       22	   4137	   2504	 96	 1	   6.029	     0	         0
