,DEGREES{IHMS.3},DEGREES{+IDMS.2},mas/yr          ,mas/yr          ,mas/yr          ,mas/yr          ,magnitude       ,magnitude       ,magnitude       ,magnitude       ,pixels          ,0.01 micron     ,0.01 micron     ,degrees         ,                ,sigma           ,                ,                
,DOUBLE,DOUBLE,REAL,REAL,REAL,REAL,REAL,REAL,REAL,REAL,INTEGER,INTEGER,INTEGER,INTEGER,INTEGER,REAL,INTEGER,INTEGER
,F11.7,F11.7,E12.4,E12.4,E12.4,E12.4,F7.3 ,F7.3 ,F7.3 ,F7.3 ,I9   ,I7   ,I7   ,I3   ,I2   ,F8.3 ,I6   ,I10  
id,ra,dec,MU_ACOSD,MU_D,SIGMU_A,SIGMU_D,B_J,R_1,R_2,I,AREA,A_I,B_I,PA,CLASS,N_0_1,BLEND,QUALITY
2182,11.2781345,61.54132,0.6622,-54.51,7.784,7.83,21.842,19.047,20.363,19.667,25,3174,2113,153,2,0.963,0,0
2183,10.989735,61.5413309,-147.2,-281.4,102.6,104.9,99.999,99.999,20.753,19.261,25,4765,2208,49,1,6.349,0,0
2184,11.049471,61.5413458,999900000,999900000,999900000,999900000,99.999,99.999,99.999,20.631,10,1922,1425,1,2,-1.131,0,0
2185,11.1982258,61.5416048,-1.239,2.273,3.935,3.836,19.754,18.469,18.607,17.822,70,4041,3686,116,2,0.312,0,0
2186,10.9846901,61.5416735,-0.3966,-2.906,7.163,7.141,99.999,20.396,19.984,19.652,22,2760,2074,60,2,-1.179,0,0
2187,11.1709696,61.5418677,174.2,-783.4,55.91,55.91,99.999,99.999,21.122,20.402,14,2853,1516,88,2,1.561,0,0
2188,10.9317689,61.5419004,999900000,999900000,999900000,999900000,99.999,99.999,99.999,20.536,9,3059,951,162,1,-0.38,0,0
2189,11.2664037,61.5419193,-1.579,12.65,6.205,6.148,21.998,19.893,19.875,18.547,45,3712,2758,117,2,-0.231,0,0
2190,11.2388788,61.5419342,-3.674,1.761,6.45,6.395,21.2,20.001,19.97,18.988,38,3383,2708,41,2,0.895,0,0
2191,11.0736212,61.5419474,224.3,-509,99.34,102,99.999,99.999,20.832,20.74,9,2311,1178,14,2,-0.07,0,0
2192,11.0456139,61.5419629,0.7876,-4.863,3.271,3.125,19.026,17.888,17.7,17.023,97,5395,4266,17,2,0.589,1,0
2193,11.1378629,61.5421955,-46.06,-75.76,95.12,96.48,99.999,99.999,21.594,20.614,9,2110,1518,145,2,-1.288,0,0
2194,11.2626732,61.5422138,999900000,999900000,999900000,999900000,99.999,99.999,99.999,20.093,9,3330,1166,33,1,2.523,0,0
2195,10.974028,61.5422528,999900000,999900000,999900000,999900000,99.999,99.999,99.999,19.779,11,2594,1983,46,1,3.204,0,0
2196,10.8401867,61.5423164,-244.7,-25.42,95.18,97.47,99.999,99.999,20.646,20.504,11,2392,1397,103,2,-0.692,0,0
2197,10.967129,61.5423336,26.85,-82.94,7.154,7.119,99.999,99.999,20.251,19.054,30,4073,2063,127,1,3.945,0,0
2198,11.0237813,61.5423571,-6.444,-2.131,3.974,3.876,19.712,18.542,18.585,17.784,69,4050,3606,84,2,0.22,0,0
2199,11.27775,61.5426218,-11.44,30.09,7.974,8.043,99.999,19.047,20.715,20.13,19,2998,2073,141,2,1.873,0,0
2200,10.8355526,61.5427129,-2.148,-2.505,3.81,3.713,19.997,18.388,18.48,17.601,75,4416,3501,76,2,0.842,0,0
2201,11.3152576,61.5427524,4.953,5.755,8.223,8.362,22.419,19.821,20.324,19.444,29,3100,2312,33,2,0.148,0,0
2202,10.8270992,61.5428063,108.3,-62.75,82.74,83.08,99.999,99.999,21.032,19.852,21,2638,2280,101,2,-0.077,0,0
2203,11.1517274,61.5429581,-5.273,1.146,3.747,3.6,19.053,18.327,18.267,17.79,66,4167,3326,169,2,0.494,0,0
2204,11.2280287,61.5429999,999900000,999900000,999900000,999900000,99.999,99.999,99.999,20.408,11,2688,1506,166,2,-1.028,0,0
2205,10.8713774,61.5430142,-4.908,-15.17,8.457,8.591,99.999,20.056,20.646,19.61,24,2931,2078,75,2,-0.33,0,0
2206,10.8595802,61.5434336,999900000,999900000,999900000,999900000,99.999,99.999,99.999,19.734,12,2963,2121,89,1,3.714,0,0
2207,10.9978596,61.5434674,44.12,-31.4,94.65,96.96,99.999,99.999,20.794,20.085,20,2604,2130,133,2,1.126,0,0
2208,11.1402436,61.5435648,999900000,999900000,999900000,999900000,99.999,99.999,99.999,20.285,15,2712,1581,128,2,0.894,0,0
2209,11.2736665,61.543582,999900000,999900000,999900000,999900000,99.999,99.999,99.999,19.983,9,4343,795,150,3,2.315,0,0
2210,10.9366957,61.543625,-6.477,-5.119,5.985,5.934,21.127,19.681,19.9,19.029,40,3705,2862,50,2,0.941,0,0
2211,10.9663245,61.5436938,4.377,-4.758,6.816,6.777,21.738,20.224,20.363,19.71,21,2746,2009,169,2,-0.789,0,0
2212,11.0342573,61.5437866,2.633,5.848,5.103,5.008,20.306,19.155,19.226,18.114,62,4363,3293,17,1,3.017,0,0
2213,10.9165253,61.5438078,-49.54,59.86,66.73,68.27,22.392,99.999,20.827,19.322,24,2992,2233,33,1,2.448,0,0
2214,11.2189806,61.5439504,-11.39,-33.83,54.71,54.68,22.272,99.999,20.706,20.235,15,2599,1755,166,2,-0.108,0,0
2215,11.0539057,61.5439791,-3.033,-0.1788,4.799,4.698,20.131,18.917,18.657,17.848,71,5448,3155,172,1,4.103,0,0
2216,10.9787663,61.543998,-5.226,1.285,8.243,8.344,21.524,19.597,19.51,18.613,40,3678,2936,50,1,3.098,0,0
2217,10.8735844,61.5441487,999900000,999900000,999900000,999900000,99.999,99.999,99.999,20.854,8,2158,1128,57,2,0.51,0,0
2218,11.1051069,61.5442598,-9.696,-6.325,6.524,6.44,21.473,19.842,19.117,18.401,57,5328,2865,59,1,7.175,0,0
2219,11.0065107,61.5442891,-107.2,7.568,89.04,89.69,99.999,99.999,21.436,19.987,19,3056,1752,137,2,1.129,0,0
2220,10.8062447,61.5443154,-2.023,1.751,2.811,2.419,17.137,15.763,16.109,15.671,141,5435,5231,134,2,-0.135,0,0
2221,11.1414531,61.5445417,-61.9,27.56,86.09,87.22,99.999,99.999,20.158,20.067,16,2826,1516,17,2,-0.823,0,0
2222,10.9427531,61.5445561,-7.27,-31.83,4.088,4.012,18.495,17.556,17.979,14.727,181,8343,4767,16,2,1.193,0,0
2223,10.8393737,61.5446495,46.99,44.03,81.91,82.26,99.999,99.999,20.938,19.925,20,2972,1922,114,2,0.467,0,0
2224,11.126857,61.5446655,105.4,-92.14,55.93,56.75,21.972,99.999,99.999,20.826,8,2502,1041,23,2,0.613,0,0
2225,11.1820179,61.5446752,14.88,0.4281,2.765,2.414,17.872,16.342,16.124,15.578,138,5444,5326,42,2,-0.491,0,0
2226,11.0873372,61.5446815,-10.09,0.8859,8.243,8.392,21.152,19.604,20.028,18.874,35,4028,2555,47,1,1.599,0,0
2227,10.8025325,61.5450706,999900000,999900000,999900000,999900000,99.999,99.999,99.999,20.862,8,2354,1215,80,2,0.6,0,0
2228,10.8265148,61.5451221,5.009,-10.78,7.06,6.973,99.999,20.4,20.371,19.449,30,3129,2510,38,2,0.139,0,0
2229,11.0252383,61.5452843,1.509,-3.502,6.837,6.93,21.148,18.815,19.092,17.915,64,3847,3627,119,2,-0.27,0,0
2230,11.0138531,61.5455679,-1.985,0.3406,3.428,3.282,19.35,18.017,17.993,17.532,70,4160,3506,38,2,-0.791,0,0
2231,11.0019774,61.545816,11.22,-5.654,6.706,6.614,21.587,20.143,20.125,19.539,27,3070,2424,132,2,0.774,0,0
2232,11.2047535,61.5458509,-0.7347,-1.098,3.48,3.325,20.137,18.124,18.037,16.91,90,4458,4208,40,2,-0.984,0,0
2233,10.8240683,61.5459054,-94.87,64.12,7.733,7.754,99.999,99.999,21.119,20.829,8,2295,1006,21,2,-0.291,0,0
2234,11.2624778,61.5460016,409.1,417.4,103.3,105.9,99.999,99.999,20.586,19.714,11,2728,1453,59,1,2.852,0,0
2235,10.8159724,61.5463746,4.483,3.521,6.673,6.618,21.573,20.147,20.124,19.265,35,3483,2706,150,2,1.158,0,0
2236,11.0707438,61.5467001,999900000,999900000,999900000,999900000,99.999,99.999,99.999,20.628,11,2217,1635,55,2,0.324,0,0
2237,10.8703226,61.5469035,223.4,-66.06,93.52,94.32,99.999,99.999,20.95,19.326,22,4137,2504,96,1,6.029,0,0
2238,11.1155949,61.5469086,2.935,-6.646,3.109,2.916,18.773,17.63,17.579,16.903,97,4681,4315,103,2,-0.196,2,0
2239,11.1313696,61.5469843,-3.456,2.073,2.939,2.691,18.271,17.263,17.079,16.541,107,4975,4433,60,2,-0.22,0,0
2240,11.1428958,61.5470908,1.001,12.05,8.132,8.235,21.204,19.641,20.15,19.814,23,3093,2325,19,2,1.31,0,0
2241,11.1221794,61.5471579,-14.61,-3.735,6.071,5.983,20.807,19.658,19.553,18.696,38,4062,2637,24,1,1.357,0,0
2242,11.0533001,61.5472564,215.1,43.83,95.01,97.62,99.999,99.999,20.697,20.365,15,2469,2151,5,2,1.607,0,0
2243,11.0958898,61.5472753,-127.1,320.4,89.55,91.77,99.999,99.999,20.371,20.218,16,3007,1508,146,2,-0.358,0,0
2244,11.0761216,61.5473212,-62.17,-315.3,98.18,99.66,99.999,99.999,20.256,19.53,20,4010,1955,17,1,3.639,0,0
2245,10.9964644,61.5473521,999900000,999900000,999900000,999900000,99.999,99.999,99.999,20.755,8,2151,1113,147,2,-1.276,0,0
2246,11.0557953,61.5473968,999900000,999900000,999900000,999900000,99.999,99.999,99.999,20.744,8,1803,1337,136,2,-1.84,0,0
2247,10.8360001,61.5474896,-2.899,-3.038,5.875,5.821,21.399,19.613,19.976,18.83,41,3615,2676,76,2,0.802,0,0
2248,11.1905928,61.5476214,-19.09,22.8,7.594,7.593,99.999,20.65,20.169,20.346,14,3001,1629,164,2,0.596,0,0
2249,11.2326634,61.5476552,999900000,999900000,999900000,999900000,99.999,99.999,99.999,20.679,10,2613,1453,65,2,1.212,0,0
2250,11.2669309,61.5476684,999900000,999900000,999900000,999900000,99.999,99.999,99.999,19.15,28,4445,2083,81,1,4.646,0,0
2251,11.0024066,61.5477297,0.1065,0.8173,4.551,4.503,20.913,19.04,18.798,17.401,86,4570,3904,142,2,0.901,2,0
2252,11.1665968,61.5478718,-90.72,61.49,86.7,87.41,99.999,99.999,21.094,20.279,13,2967,1337,135,2,-1.292,0,0
2253,11.2974082,61.5479382,-4.258,-6.139,4.081,3.984,20.017,18.655,18.457,17.534,84,4586,4135,129,2,1.261,0,0
2254,11.1807242,61.5479669,-1.955,16.18,7.89,7.976,21.213,19.378,20.073,19.443,29,3567,2249,81,2,0.706,0,0
2255,11.1112771,61.547995,-0.7003,-2.616,3.625,3.479,19.268,18.236,18.132,17.533,79,4309,3739,151,2,0.641,1,0
2256,10.802925,61.5480603,-201.4,71.39,101.9,102.6,99.999,99.999,21.418,19.74,14,3029,1519,34,1,2.273,0,0
2257,11.2304684,61.5480746,999900000,999900000,999900000,999900000,99.999,99.999,99.999,20.306,17,2277,2272,136,2,1.658,0,0
2258,10.824765,61.5481359,-3.234,-11.78,3.891,3.787,19.982,18.313,18.653,17.447,92,6139,3687,48,1,3.78,0,0
2259,11.2245429,61.5482683,6.045,-0.6079,8.119,8.09,99.999,20.811,20.53,19.407,21,3154,2881,124,1,4.791,0,0
2260,11.0892005,61.5485433,4.892,-21.52,4.105,4.044,18.732,17.509,17.453,16.808,118,6041,4267,160,2,2.145,2,0
2261,11.098342,61.5485633,-118.6,10.76,61.23,61.41,22.317,99.999,21.185,19.276,27,4443,2271,89,1,4.339,0,0
2262,11.2863335,61.5485673,-4.781,0.997,6.032,5.977,21.185,19.793,19.748,18.518,55,3810,3499,92,2,1.308,0,0
2263,11.2346504,61.5486229,-96.11,13,90.34,91.81,99.999,99.999,21.167,20.752,9,1955,1533,136,2,0.082,0,0
2264,11.3106447,61.548981,-305.2,633.1,93.36,94.43,99.999,99.999,21.373,20.785,9,2077,1698,130,2,0.826,0,0
2265,11.1986257,61.549028,5.048,-2.349,4.192,4.099,20.062,18.689,18.813,17.843,63,3703,3620,158,2,-0.377,0,0
2266,11.2407885,61.5490687,174.9,-232.5,99.69,102.3,99.999,99.999,20.95,20.51,12,2588,1290,35,2,-0.021,0,0
2267,11.1075701,61.5490824,999900000,999900000,999900000,999900000,99.999,99.999,99.999,19.479,18,3231,2431,72,1,4.116,0,0
2268,11.1256148,61.549283,0.01409,-11.24,6.364,6.311,20.783,19.888,19.872,19.229,29,2920,2318,83,2,-1.543,0,0
2269,11.0657298,61.5493466,-0.08234,-4.708,3.163,2.965,19.333,17.692,17.566,16.787,102,4722,4376,165,2,-0.673,0,0
2270,11.0048032,61.5495242,0.1651,7.126,3.164,2.972,19.069,17.665,17.675,16.895,98,4786,4245,108,2,0.371,1,0
2271,10.8615821,61.5496565,10.08,-5.263,2.897,2.608,18.397,16.941,17.054,16.731,100,4627,4443,149,2,-0.733,0,0
2272,11.2719018,61.5497167,12.81,-7.878,7.961,8.088,21.921,19.472,19.787,19.176,33,3165,2554,112,2,-0.338,0,0
2273,11.1285283,61.5499636,78.13,21.3,6.99,6.966,99.999,99.999,21.545,19.686,19,3812,1755,58,1,3.932,0,0
2274,11.323448,61.5501063,24.96,-0.3801,51.53,51.91,21.861,99.999,20.737,20.161,17,2878,1754,61,2,1.065,0,0
2275,10.8762951,61.5502633,3.466,4.388,4.523,4.478,20.646,18.943,18.937,18.014,65,3821,3471,54,2,0.444,0,0
2276,11.0890166,61.5504363,3.06,142.8,4.656,4.608,20.8,99.999,19.663,19.001,35,3361,2528,66,2,-0.765,1,0
2277,11.1505648,61.5505418,-387.1,49.99,98.22,100.8,99.999,99.999,20.897,20.426,14,2378,1794,11,2,1.399,0,0
2278,11.3011273,61.550567,-2.276,-1.848,6.834,6.878,20.591,18.607,18.898,18.074,65,5128,3195,29,1,1.684,2,0
2279,11.1581399,61.5507085,133.2,54.08,84.87,85.58,99.999,99.999,21.059,20.155,17,2732,1771,51,2,1.139,0,0
2280,10.9322742,61.550724,999900000,999900000,999900000,999900000,99.999,99.999,99.999,20.816,8,2152,1664,31,2,-0.05,0,0
2281,11.1330707,61.5508047,11.15,0.2768,8.422,8.569,22.025,19.776,19.935,18.665,49,6710,2733,60,1,8.449,0,0
2282,11.221104,61.5508431,999900000,999900000,999900000,999900000,99.999,99.999,99.999,20.192,10,1766,1428,1,4,-3.462,0,0
2283,11.0293207,61.5509188,3.164,-1.123,6.455,6.355,21.447,20.007,19.764,18.864,45,3923,2962,50,2,1.131,0,0
2284,10.9812656,61.5509795,16.66,-21.11,6.386,6.435,20.39,18.522,18.892,17.612,85,5349,3717,1,1,1.844,2,0
2285,10.9451079,61.5511903,-129.7,82.56,52.13,52.02,22.061,99.999,20.651,19.972,20,2752,1988,102,2,-0.006,0,0
2286,10.9546631,61.5512889,44.57,123.5,61.94,63.23,21.806,99.999,19.923,18.916,34,4249,2598,29,1,6.711,0,0
2287,10.8548579,61.5513949,999900000,999900000,999900000,999900000,99.999,99.999,99.999,19.843,12,3499,1296,116,1,3.523,0,0
2288,11.3020331,61.5516178,8.608,9.755,7.271,7.325,20.55,18.848,19.096,18.148,62,5779,3139,23,1,2.136,1,0
2289,11.3110985,61.5516968,2.849,-4.552,3.243,3.092,19.15,17.81,17.72,17.229,86,4500,4002,46,2,0.168,0,0
2290,11.0793135,61.5517112,0.5188,4.287,6.928,6.886,21.373,20.273,20.051,18.466,56,4663,3504,98,1,5.697,0,0
2291,10.8466663,61.5518859,202.1,7.488,94.38,95.4,99.999,99.999,21.569,20.545,11,2067,1597,159,2,-1.025,0,0
2292,11.1146857,61.5519667,-29.38,48.65,6.467,6.527,99.999,18.112,20.887,20.074,19,3177,1823,140,2,1.829,0,0
2293,11.2622349,61.5520372,999900000,999900000,999900000,999900000,99.999,99.999,99.999,20.385,8,3370,924,47,1,1.185,0,0
2294,11.0702001,61.5521214,9.61,-5,5.767,5.709,21.085,19.553,19.762,18.916,44,3683,2854,68,2,0.772,0,0
2295,11.0955019,61.552146,-16.69,2.475,8.583,8.73,22.012,20.259,20.751,19.791,23,2867,2162,132,2,0.293,0,0
2296,10.981524,61.5522051,3.883,3.352,7.786,7.88,21.363,19.393,19.414,17.798,74,5248,3719,16,1,1.511,1,0
2297,11.2415334,61.5522434,4.99,1.721,4.339,4.29,20.817,18.836,18.854,17.784,62,4118,3178,33,2,-0.442,0,0
2298,10.9344635,61.5527814,-4.778,-1.365,3.35,3.2,19.326,17.981,17.918,17.189,89,4748,3934,56,2,-0.063,0,0
2299,11.1222304,61.5528462,5.046,2.918,5.913,5.808,20.83,19.659,19.625,18.891,44,3449,3319,178,2,0.68,0,0
2300,11.2093308,61.5530078,999900000,999900000,999900000,999900000,99.999,99.999,99.999,20.811,8,2394,1297,105,2,0.973,0,0
2301,11.2311296,61.5530714,158.7,-60.02,86.39,87.44,99.999,99.999,21.125,20.219,14,2436,1583,166,2,-1.089,0,0
2302,11.0907429,61.5530845,2.761,-5.183,3.048,2.854,18.248,17.528,17.396,16.737,132,5892,4709,132,2,2.985,0,0
2303,10.820147,61.5532312,26.37,79.82,82.21,82.97,99.999,99.999,20.702,20.394,13,2161,1639,11,2,-1.307,0,0
2304,11.3254333,61.5533521,999900000,999900000,999900000,999900000,99.999,99.999,99.999,20.5,11,2640,1412,133,2,-1.404,0,0
2305,10.8633709,61.5535526,999900000,999900000,999900000,999900000,99.999,99.999,99.999,20.075,11,1924,1333,75,4,-4.767,0,0
2306,10.9887793,61.553575,999900000,999900000,999900000,999900000,99.999,99.999,99.999,20.423,13,2666,1845,21,2,0.362,0,0
2307,11.1914895,61.5537228,142.2,92.61,95.69,97.09,99.999,99.999,21.557,20.806,8,2042,1268,83,2,-0.371,0,0
2308,11.0787165,61.5538254,8.682,-2.357,6.583,6.521,21.139,20.149,19.942,18.957,43,3798,2905,34,2,1.552,0,0
2309,10.996328,61.5540528,999900000,999900000,999900000,999900000,99.999,99.999,99.999,19.891,13,5038,1222,146,1,3.442,0,0
2310,11.1975038,61.5541107,1.243,-10.73,4.854,4.807,20.217,19.14,19.01,18.286,52,3511,3203,44,2,-0.737,0,0
2311,11.0334534,61.5542264,10.69,7.008,7.202,7.113,21.421,20.7,20.343,19.418,27,2882,2251,45,2,-1.202,0,0
2312,10.8262444,61.5543261,-26.55,-8.019,8.572,8.729,99.999,19.974,20.88,20.208,15,2102,1932,45,2,-1.49,0,0
2313,10.92235,61.5543445,999900000,999900000,999900000,999900000,99.999,99.999,99.999,20.285,9,3141,977,143,1,1.644,0,0
2314,11.0618658,61.5543611,-13.62,-11.39,7.093,7,21.777,20.591,20.462,19.347,30,3236,2427,25,2,0.985,0,0
2315,11.067113,61.5544447,-8.784,4.474,2.759,2.415,18.381,16.463,16.367,15.292,162,6097,5399,73,2,0.037,0,0
2316,11.236697,61.5548132,-7.75,-0.5053,7.443,7.418,21.727,20.561,20.231,19.291,26,4839,1820,106,1,4.493,0,0
2317,10.9796269,61.5549318,-9.864,-38.61,80.33,80.7,99.999,99.999,20.688,20.111,17,2615,1860,73,2,-0.301,0,0
2318,11.1272907,61.5549524,-136.3,-284.9,87.03,88.12,99.999,99.999,21.09,20.41,13,2549,1607,130,2,0.38,0,0
2319,10.9738841,61.5549965,90.59,96.64,62.27,62.55,22.344,99.999,21.117,19.485,21,3566,1887,34,1,1.559,0,0
2320,10.964789,61.5550383,-108.1,-117.6,90.92,92.15,99.999,99.999,20.686,19.435,22,3885,1650,51,1,2.051,0,0
2321,11.054069,61.5550486,441.8,422.4,105.9,108.5,99.999,99.999,20.869,19.539,16,4601,1989,29,1,5.351,0,0
2322,11.2204222,61.5551713,999900000,999900000,999900000,999900000,99.999,99.999,99.999,20.719,9,2366,1150,115,2,0.125,0,0
2323,11.1325001,61.5552228,2.343,-0.7277,3.277,3.079,18.711,17.85,17.724,17.131,85,4284,4087,156,2,-0.679,0,0
2324,10.8637502,61.5553959,19.84,-2.243,6.996,6.958,21.94,20.335,20.802,19.835,21,2353,2307,73,2,-1.04,0,0
2325,11.1843063,61.5554428,-5.796,-11.81,7.373,7.349,21.293,20.554,19.933,18.748,44,4348,2949,71,1,5.985,0,0
2326,11.3051729,61.5555064,10.58,3.284,7.185,7.142,22.034,20.598,19.911,19.576,26,3254,2405,93,2,0.525,0,0
2327,11.1685196,61.5556399,3.163,10.6,5.504,5.45,20.456,19.436,19.526,18.863,42,3481,2835,29,2,0.857,0,0
2328,10.9323797,61.5556422,999900000,999900000,999900000,999900000,99.999,99.999,99.999,20.345,11,3756,1029,178,1,-0.494,0,0
2329,10.8720478,61.5556571,15.33,-5.683,5.617,5.607,19.683,18.166,18.533,17.589,93,6236,3768,92,1,3.053,2,0
2330,10.9483732,61.5556726,13.8,16.89,8.651,8.759,99.999,19.423,21.18,19.409,26,5811,2496,65,1,6.166,0,0
2331,10.8693526,61.5557946,-14.54,-2.331,5.512,5.502,19.988,18.166,18.439,17.628,84,6205,3653,92,1,2.469,1,0
2332,11.0867156,61.5558227,-172.5,100.1,88.75,89.55,99.999,99.999,20.763,19.019,35,4697,2847,49,1,6.504,0,0
2333,11.2889479,61.5558279,2.586,0.04325,6.787,6.694,21.321,20.246,20.196,19.466,29,3116,2711,134,2,0.692,0,0
2334,11.232519,61.5559241,-9.634,54.57,86.67,87.75,99.999,99.999,21.071,20.388,13,2609,1400,12,2,-0.136,0,0
2335,11.3169879,61.5560805,-3.357,1.024,5.166,5.076,20.392,19.154,19.375,18.377,56,4567,3536,57,1,2.714,0,0
2336,11.2620189,61.5561057,999900000,999900000,999900000,999900000,99.999,99.999,99.999,20.313,8,3449,801,151,1,0.478,0,0
2337,10.9300838,61.5562587,3.159,24.22,7.885,7.933,21.395,19.179,19.303,18.1,65,5886,3367,39,1,4.233,3,0
2338,11.1096476,61.556614,-2.693,-4.756,2.797,2.395,17.556,15.582,15.547,14.526,190,6425,6106,110,2,-0.526,2,0
2339,11.0238638,61.556681,5.242,-9.712,5.951,5.888,20.847,19.678,19.737,18.817,42,3571,2694,112,2,0.422,0,0
2340,11.0988972,61.5566862,20.23,-8.512,8.437,8.594,99.999,19.81,20.899,19.979,19,2806,2034,179,2,-0.049,0,0
2341,10.825087,61.556697,1.941,3.768,2.842,2.554,17.976,16.831,16.994,16.613,114,5162,4589,12,2,0.637,0,0
2342,11.3021563,61.5567371,999900000,999900000,999900000,999900000,99.999,99.999,99.999,20.103,16,3131,1618,170,2,-0.175,0,0
2343,10.8444747,61.5569257,999900000,999900000,999900000,999900000,99.999,99.999,99.999,19.225,27,4962,2721,81,1,6.136,0,0
2344,10.9927797,61.5570294,999900000,999900000,999900000,999900000,99.999,99.999,99.999,19.863,14,3085,2065,56,1,2.524,0,0
2345,10.8906448,61.5570322,999900000,999900000,999900000,999900000,99.999,99.999,99.999,20.265,9,3044,1005,17,1,1.254,0,0
2346,11.0480575,61.5571972,-12.55,10.66,6.823,6.784,22.245,20.169,20.591,19.527,28,2990,2509,42,2,0.608,0,0
2347,11.2593592,61.5572413,69.88,83.66,77,77.37,99.999,99.999,20.579,19.848,20,3017,1693,19,2,-0.786,0,0
2348,11.0829266,61.5572986,59.2,-60.54,55.72,56.62,21.799,99.999,20.538,19.942,20,3068,1829,133,2,0.409,0,0
2349,10.9994489,61.5573451,-5.087,8.019,6.53,6.474,21.757,20.057,19.902,19.109,42,3426,3037,157,2,1.416,2,0
2350,10.8071339,61.5573685,0.9501,2.995,5.886,5.786,21.315,19.633,19.8,18.785,47,3557,3230,69,2,0.923,2,0
2351,11.0519193,61.5574195,5.927,5.282,3.799,3.712,19.584,18.389,18.387,17.69,71,4143,3566,94,2,-0.317,0,0
2352,10.9357945,61.5574201,26.24,-128.7,59.9,61.73,21.924,99.999,21.011,20.606,10,2140,1426,174,2,-0.489,0,0
2353,10.9315993,61.5574528,4.768,0.2853,6.418,6.457,20.081,18.471,18.658,17.646,88,5712,4118,31,1,3.692,2,0
2354,10.922067,61.5575994,999900000,999900000,999900000,999900000,99.999,99.999,99.999,20.805,8,2147,1173,84,2,-1.325,0,0
2355,10.8040142,61.5577656,11.97,4.246,7.707,7.79,21.287,19.307,19.835,18.826,42,3227,3006,160,2,-0.39,1,0
2356,11.1657912,61.5577788,1.698,1.278,5.949,5.897,20.821,19.68,19.694,19.082,38,3912,2304,27,2,1.527,0,0
2357,11.1431874,61.5579129,-3.386,19.93,77.44,77.8,99.999,99.999,20.727,19.656,23,3144,2080,149,2,-0.176,0,0
2358,11.1058558,61.5579432,-32.21,-28.47,47.57,47.86,21.608,99.999,20.416,19.649,23,2516,2281,11,2,-1.099,1,0
2359,10.8744674,61.5579558,999900000,999900000,999900000,999900000,99.999,99.999,99.999,20.858,8,1797,1318,45,2,-0.286,0,0
2360,11.1032093,61.5581495,-764.6,96.92,51.12,51.96,99.999,99.999,20.597,20.313,15,3132,1595,154,2,1.081,0,0
2361,10.9966369,61.558177,999900000,999900000,999900000,999900000,99.999,99.999,99.999,20.822,8,2079,1369,127,2,-0.525,0,0
2362,11.0061377,61.5585076,-3.15,-3.63,9.024,9.237,22.237,20.437,20.233,19.49,20,3279,1960,90,1,3.406,0,0
2363,10.8485032,61.5585208,5.062,5.491,3.071,2.832,19.008,17.489,17.58,17.006,90,4325,4168,105,2,-1.11,0,0
2364,10.8840289,61.5585288,-34.5,10.29,8.701,8.851,21.806,20.309,20.895,19.997,19,3221,1835,154,2,0.758,0,0
2365,10.9044514,61.5586193,999900000,999900000,999900000,999900000,99.999,99.999,99.999,20.827,9,2242,1227,126,2,0.825,0,0
2366,11.0560217,61.5586749,999900000,999900000,999900000,999900000,99.999,99.999,99.999,20.502,11,2161,1454,11,2,-1.484,0,0
2367,10.9996271,61.5587499,-15.25,-22.15,7.228,7.198,99.999,20.6,20.37,19.714,28,2994,2478,13,2,1.619,1,0
2368,11.1340734,61.5587797,-30.96,-81.2,102.9,105.1,99.999,99.999,20.551,19.699,18,3666,2012,67,1,2.948,0,0
2369,10.9864388,61.5588032,-3.535,4.803,6.557,6.519,21.017,19.96,19.748,18.401,50,4943,2958,102,1,3.261,0,0
2370,11.2112497,61.5588433,9.873,7.711,6.818,6.779,21.44,20.093,19.479,18.512,50,4229,3377,51,1,5.313,0,0
2371,11.2825394,61.5588909,103.3,-115.8,93.24,95.26,99.999,99.999,20.803,19.748,23,3291,1909,160,2,0.63,0,0
2372,10.952424,61.559104,-3.867,2.749,3.158,3.013,19.184,17.749,17.669,16.725,119,5901,4179,131,2,2.221,0,0
2373,11.1739427,61.5591252,3.409,-2.7,3.729,3.621,19.011,18.265,17.681,17.328,95,6188,3574,145,1,4.947,0,0
2374,11.0849778,61.5591854,-2.724,-6.594,4.845,4.794,20.232,19.08,19.229,18.57,46,3275,3069,65,2,-0.899,0,0
2375,10.8581576,61.5591906,99.33,150.8,89.63,90.71,99.999,99.999,21.201,20.595,11,3003,1398,66,2,0.69,0,0
2376,11.1182311,61.5592083,-6.125,1.447,3.956,3.857,19.679,18.51,18.366,17.784,65,3760,3598,154,2,-0.585,0,0
2377,10.8763845,61.5594747,6.502,-2.147,7.086,7.057,21.758,20.278,19.585,18.616,45,4220,2683,129,1,3.351,0,0
2378,10.9341151,61.5595183,9.374,-52.95,83.89,83.89,99.999,99.999,21.236,19.574,28,3274,2414,123,2,1.209,0,0
2379,10.8701604,61.5596483,-10.23,0.6772,2.895,2.603,18.263,17.051,17.131,16.62,107,4786,4558,5,2,-0.538,0,0
2380,11.141515,61.5596867,-309.2,13.79,48,47.36,22.094,99.999,20.661,19.178,33,3158,2454,111,2,-0.257,0,0
