,DEGREES{IHMS.3},DEGREES{+IDMS.2},mas/yr          ,mas/yr          ,mas/yr          ,mas/yr          ,magnitude       ,magnitude       ,magnitude       ,magnitude       ,pixels          ,0.01 micron     ,0.01 micron     ,degrees         ,                ,sigma           ,                ,                
,DOUBLE,DOUBLE,REAL,REAL,REAL,REAL,REAL,REAL,REAL,REAL,INTEGER,INTEGER,INTEGER,INTEGER,INTEGER,REAL,INTEGER,INTEGER
,F11.7,F11.7,E12.4,E12.4,E12.4,E12.4,F7.3 ,F7.3 ,F7.3 ,F7.3 ,I9   ,I7   ,I7   ,I3   ,I2   ,F8.3 ,I6   ,I10  
id,ra,dec,MU_ACOSD,MU_D,SIGMU_A,SIGMU_D,B_J,R_1,R_2,I,AREA,A_I,B_I,PA,CLASS,N_0_1,BLEND,QUALITY
171,11.072245,61.3426125,-3.699,0.3201,3.124,2.932,19.061,17.642,17.667,16.93,116,5521,4359,138,2,1.579,1,0
172,11.0657677,61.3428113,324.8,267.4,99.27,102.2,99.999,99.999,20.918,20.555,10,2055,1566,126,2,-0.712,0,0
173,11.0896772,61.3428898,999900000,999900000,999900000,999900000,99.999,99.999,99.999,20.234,10,2986,1160,169,1,0.385,0,0
174,11.2056605,61.3430159,16.6,-11.67,5.646,5.589,21.307,19.406,19.41,17.624,98,6100,3714,103,1,6.358,0,0
175,11.3108395,61.3430319,-2.217,-2.97,3.723,3.579,19.793,18.324,18.26,17.427,82,4262,3898,5,2,0.911,0,0
176,10.989087,61.3431012,-4.208,0.4452,6.747,6.705,21.794,20.092,19.911,18.577,47,4893,2793,5,1,4.607,0,0
177,11.2780543,61.3433081,17.31,6.268,38.18,37.8,20.566,99.999,19.348,18.93,32,3021,2462,117,2,-1.767,2,0
178,10.9089606,61.3434473,-102.8,-38.32,60,60.18,22.256,99.999,20.242,19.123,31,4177,2291,84,1,4.373,0,0
179,10.9258221,61.3434708,999900000,999900000,999900000,999900000,99.999,99.999,99.999,20.333,10,3341,1020,20,1,-0.027,0,0
180,11.0109413,61.343657,75.21,-60.6,56.94,57.59,21.174,99.999,19.587,18.685,44,3727,3241,144,1,2.898,0,0
181,10.8102818,61.3436742,-20.96,145.6,8.314,8.453,21.765,99.999,20.609,19.683,23,3013,1959,21,2,0.12,0,0
182,11.070062,61.3437527,-27.88,26.82,3.56,3.382,99.999,99.999,20.64,20.033,14,2768,1967,169,2,-1.686,2,0
183,11.2608684,61.3438323,-1.09,-0.07958,4.047,3.996,19.834,18.637,18.49,17.679,69,3814,3760,158,2,0.01,0,0
184,11.1206438,61.3441446,-0.3068,-4.2,4.837,4.797,20.644,19.132,19.069,18.132,53,3580,3094,134,2,-0.368,0,0
185,10.844359,61.3442237,-4.917,-0.7948,2.844,2.449,16.883,15.387,15.572,14.815,191,6888,5882,75,2,0.987,0,0
186,11.1709736,61.3442838,-20.96,89.02,65.06,66.3,22.058,99.999,20.733,19.258,27,3922,2381,139,1,3.235,0,0
187,10.9853765,61.3444305,46.74,-28.82,7.161,7.077,99.999,99.999,19.738,19.765,24,3051,2265,35,2,1.636,2,0
188,10.8758264,61.344521,-0.7189,4.052,2.813,2.518,19.027,16.866,16.846,15.433,159,6361,5224,62,2,0.052,2,0
189,11.1970667,61.3446408,-32.79,-7.644,49.53,49.63,21.786,99.999,20.002,19.805,19,2284,2195,154,2,-1.109,0,0
190,11.0569556,61.3446815,999900000,999900000,999900000,999900000,99.999,99.999,99.999,20.612,10,2155,1708,62,2,0.613,0,0
191,11.1627648,61.344921,-1.748,4.427,3.23,3.079,18.966,17.835,17.605,17.105,83,4256,4055,58,2,-0.647,0,0
192,10.9836588,61.3449846,11.96,-5.193,7.361,7.279,22.134,20.524,19.738,18.92,36,3688,3106,109,1,5.247,1,0
193,11.2766327,61.345212,-8.277,12.37,2.898,2.45,16.376,15.076,15.382,15.038,164,5991,5644,176,2,-0.9,1,0
194,10.8068394,61.345381,4.718,-13.05,6.77,6.705,21.711,20.396,19.928,18.852,38,3297,2813,137,2,0.511,0,0
195,11.0758168,61.3454412,-47.73,-250.6,91.3,92.88,99.999,99.999,20.62,19.849,20,3364,1648,161,2,0.889,0,0
196,10.8793507,61.3454561,23.51,47.91,69.27,68.92,99.999,99.999,20.37,19.095,31,3526,2692,11,2,0.582,1,0
197,10.9258262,61.345546,999900000,999900000,999900000,999900000,99.999,99.999,99.999,20.166,15,2847,1657,4,2,0.234,0,0
198,11.1851068,61.3455581,-30.61,-89.05,98.54,101.2,99.999,99.999,20.901,20.484,11,2050,1468,76,2,0.416,0,0
199,10.9391921,61.3456394,-21.74,-15.17,6.337,6.291,21.608,19.823,19.917,18.124,68,5176,3488,98,1,4.206,0,0
200,11.1897895,61.3457071,-2.978,-5.566,7.377,7.35,99.999,20.555,20.999,19.968,18,2586,1996,136,2,0.613,0,0
201,11.2898091,61.3457987,7.713,6.999,6.722,6.684,20.247,20.153,19.624,20.063,15,2564,1738,130,2,-0.386,0,0
202,11.003765,61.3460021,-7.814,6.534,5.406,5.314,20.718,19.477,19.181,18.134,59,4031,3179,157,2,1.422,0,0
203,11.0194824,61.346076,29.27,-10.49,67.48,68.93,21.631,99.999,20.504,20.045,14,3265,1439,62,1,1.771,0,0
204,11.0892824,61.3461803,-3.705,-4.417,2.803,2.402,16.829,15.802,15.577,15.113,169,6483,5334,62,2,0.649,0,0
205,11.0813624,61.3461849,999900000,999900000,999900000,999900000,99.999,99.999,99.999,19.739,11,3205,1271,32,1,3.301,0,0
206,11.017575,61.346213,999900000,999900000,999900000,999900000,99.999,99.999,99.999,20.716,8,2107,998,0,2,-0.53,0,0
207,10.9793158,61.3463889,-0.594,-2.448,4.401,4.35,20.229,18.874,18.755,17.987,60,3828,3413,69,2,0.009,0,0
208,11.1115,61.3464072,18.15,-51.54,93.78,95.66,99.999,99.999,20.594,20.347,11,2068,1442,16,2,-1.209,0,0
209,10.8215845,61.3465184,999900000,999900000,999900000,999900000,99.999,99.999,99.999,20.436,12,2348,1583,175,2,0.478,0,0
210,11.0638597,61.3466507,-12.85,-22.86,78.92,79.28,99.999,99.999,20.768,19.734,23,2966,2070,69,2,0.91,0,0
211,10.8816557,61.346688,-78.62,41.61,101.8,102.6,99.999,99.999,21.499,19.635,20,3313,1815,62,1,2.46,0,0
212,11.0151371,61.3467722,29.12,0.09399,7.403,7.345,21.387,20.704,20.104,20.029,18,3182,2811,100,2,0.94,0,0
213,11.2700334,61.3467808,-26.73,-19.81,7.579,7.656,21.205,19.294,19.51,18.332,52,4190,2842,169,2,1.57,0,0
214,11.2728598,61.3468415,999900000,999900000,999900000,999900000,99.999,99.999,99.999,20.124,16,2492,1991,72,2,0.871,0,0
215,11.0451314,61.3469464,8.832,-0.6186,7.071,7.014,22.211,20.601,20.172,19.331,29,3543,2479,9,2,1.175,0,0
216,10.964938,61.3472947,-108.3,-178.8,83.33,84.05,99.999,99.999,20.92,20.161,17,2469,2055,44,2,0.583,0,0
217,10.9880631,61.3473532,82.1,-162.5,54.32,55.17,21.785,99.999,20.198,19.787,20,2536,2094,152,2,-0.517,0,0
218,10.9047407,61.3474735,-1.51,2.633,6.325,6.269,21.713,19.86,20.072,19.124,38,3760,2706,140,2,2.001,0,0
219,11.0228652,61.3474884,18.71,-9.983,6.981,6.911,20.719,20.251,19.765,20.1,18,2661,1947,84,2,1.148,0,0
220,11.3141294,61.3475216,1.195,-0.3002,3.457,3.36,18.837,18.049,18.138,17.332,94,4679,4218,147,2,1.449,0,0
221,11.0597825,61.347599,0.5614,10.11,5.775,5.731,21.091,19.638,19.927,18.386,53,3642,3230,20,2,0.729,0,0
222,11.2220826,61.3476076,494.8,309.5,56.2,56.79,99.999,99.999,20.851,20.671,8,1900,1314,18,2,-0.114,0,0
223,11.1281209,61.3476339,-288.5,-273.4,96.48,97.67,99.999,99.999,21.08,19.59,16,2983,1744,36,1,2.975,0,0
224,11.1108371,61.3477766,-540.9,-464.9,66.7,68.3,99.999,99.999,21.448,19.711,15,2859,1973,158,1,2.619,0,0
225,10.8309971,61.3477863,-2.872,-1.229,6.989,6.9,21.861,20.402,19.909,19.316,29,2799,2488,76,2,-0.447,0,0
226,10.886044,61.347882,999900000,999900000,999900000,999900000,99.999,99.999,99.999,20.243,15,2221,2091,63,2,0.493,0,0
227,11.2412927,61.347921,4.768,8.921,4.982,4.937,20.73,19.259,19.089,17.921,69,4101,3764,10,2,1.985,0,0
228,10.867271,61.3480636,-3.681,4.633,3.776,3.635,20.929,18.418,18.321,16.951,99,4793,4142,48,2,0.287,0,0
229,11.1631092,61.348157,17.44,4.778,5.427,5.325,20.262,19.326,18.732,17.843,84,6707,3218,101,1,6.329,0,0
230,11.2875934,61.3482796,-27.53,32.31,57.48,58.04,21.654,99.999,20.613,19.28,26,3653,2364,117,1,3.903,0,0
231,10.8942161,61.3484756,-0.1528,-1.396,4.881,4.792,20.81,19.089,19.386,18.235,51,3465,3224,31,2,-0.533,0,0
232,11.082168,61.3485438,999900000,999900000,999900000,999900000,99.999,99.999,99.999,20.651,9,2143,1420,67,2,0.183,0,0
233,10.8718077,61.3486303,11.45,1.123,8.299,8.42,99.999,20.046,19.835,18.95,33,2824,2668,179,2,-1.241,0,0
234,11.100191,61.3486475,-59.46,-62.53,102.2,102.9,99.999,99.999,21.609,19.448,21,3338,1845,102,1,3.431,0,0
235,11.2282934,61.3487174,-5.134,7.6,6.149,6.095,20.929,19.859,19.683,18.65,43,3862,2574,39,2,1.015,0,0
236,11.27583,61.3488285,4.988,7.793,6.017,5.956,20.872,19.761,19.615,18.709,44,3398,3085,82,2,0.75,0,0
237,10.8624908,61.3491637,-104.4,136.6,83.13,83.53,99.999,99.999,20.575,18.697,41,3884,2841,101,1,3.321,0,0
238,10.8270477,61.3492176,3.286,13.99,7.076,7.027,22.305,20.485,20.619,19.579,22,2734,2039,58,2,-1.005,0,0
239,10.80439,61.3492617,95.08,37.88,89.31,91.14,99.999,99.999,20.221,20.475,10,2051,1414,117,2,-1.42,0,0
240,11.0278808,61.349366,21.02,0.1118,2.783,2.489,17.666,16.538,16.623,16.439,120,5062,4647,41,2,-0.209,0,0
241,10.8882734,61.3494857,-20.25,-2.59,6.664,6.696,20.9,18.581,19.147,17.393,107,6727,3613,161,1,6.047,0,0
242,11.2047334,61.3495029,11.16,-5.88,7.102,7.018,21.58,20.527,20.389,19.796,19,2424,2016,104,2,-1.446,0,0
243,11.1458391,61.3495992,117.7,143.8,95.52,97.38,99.999,99.999,20.374,18.951,36,3880,2492,30,1,3.817,0,0
244,11.1557066,61.3499945,719.1,-391.8,55.5,55.68,99.999,99.999,20.473,20.302,12,2008,1736,80,2,-1.229,0,0
245,11.0167861,61.3500214,17.52,107.6,94.78,97.73,99.999,99.999,20.618,20.556,9,1790,1458,98,2,-1.778,0,0
246,10.9814581,61.3500535,-135.2,-55.48,91.83,93.4,99.999,99.999,20.61,20.001,19,3218,1852,171,2,1.887,0,0
247,11.294289,61.3500547,-1.448,4.093,5.961,5.853,21.287,19.692,19.681,18.776,34,3159,2492,70,2,-0.767,0,0
248,10.8203887,61.3502271,-2.3,-5.707,2.814,2.468,18.56,16.725,16.721,15.563,146,6654,4637,28,2,0.613,0,0
249,11.0228909,61.3502414,-9.4,-3.938,5.305,5.253,20.449,19.322,19.388,18.68,48,3945,2960,23,2,2.179,0,0
250,11.2102287,61.3507319,-2.986,-5.487,8.299,8.4,21.656,19.657,20.231,18.822,37,3897,2580,85,1,3.305,0,0
251,10.9270557,61.3507657,-4.018,3.633,4.13,4.039,20.864,18.731,18.575,17.118,98,4964,4295,160,2,1.665,0,0
252,11.152211,61.3507823,-167.3,28.59,55.59,55.77,22.402,99.999,20.728,20.309,13,2170,1687,12,2,-0.283,0,0
253,11.251767,61.3507966,-18.38,1.626,6.7,6.603,21.404,20.061,20.368,19.344,30,3447,2341,73,2,1.766,0,0
254,11.178559,61.3508155,-45.75,-50.62,93.5,94.34,99.999,99.999,20.678,19.779,14,2830,1724,86,1,2.064,0,0
255,10.9680583,61.3509072,999900000,999900000,999900000,999900000,99.999,99.999,99.999,20.652,9,1991,1387,121,2,-1.326,0,0
256,10.891946,61.3510103,-7.755,9.5,80.82,81.17,99.999,99.999,20.909,19.784,19,2423,2027,73,2,-1.547,0,0
257,11.08088,61.3511163,3.773,-2.89,6.41,6.32,21.278,20.068,19.63,18.389,53,3967,3092,93,2,1.702,0,0
258,11.1045735,61.3512647,999900000,999900000,999900000,999900000,99.999,99.999,99.999,20.249,13,2742,1487,49,2,0.246,0,0
259,11.1012114,61.3515186,-12.9,2.753,7.36,7.322,21.818,20.78,20.889,19.848,19,2495,2170,15,2,-0.491,0,0
260,11.2462018,61.3515764,-5.11,-1.683,4.043,3.947,20.327,18.629,18.553,17.553,70,4108,3529,92,2,-0.264,0,0
261,10.9125914,61.3516057,-147.1,-3.157,98.35,101.1,99.999,99.999,21.031,20.161,15,2475,1686,117,2,0.149,0,0
262,11.0433203,61.3516904,-13.04,-16.76,3.956,3.859,19.719,18.557,18.285,17.445,88,4833,3928,18,2,2.079,0,0
263,11.0104136,61.3517271,1.116,3.418,5.748,5.667,20.98,19.478,19.664,18.156,66,4624,3250,95,1,3.379,0,0
264,11.1890905,61.3519701,999900000,999900000,999900000,999900000,99.999,99.999,99.999,20.291,8,3120,967,119,1,1.413,0,0
265,10.8350639,61.3520033,9.958,3.643,6.569,6.503,21.884,20.1,20.098,18.923,39,3316,2664,59,2,0.267,0,0
266,10.8554727,61.3521219,-11.76,-3.202,5.199,5.145,20.534,19.291,19.403,18.392,53,3781,3119,116,2,0.653,0,0
267,11.1959414,61.3522164,2.805,7.487,4.625,4.53,19.947,18.882,19.035,17.695,95,6534,4062,82,1,6.238,0,0
268,10.9919621,61.3522187,-2.61,4.958,3.43,3.281,19.408,18.055,17.928,17.063,97,4643,4106,144,2,0.346,0,0
269,11.2063148,61.3523253,2.479,-3.874,4.516,4.466,20.385,18.902,18.899,18.239,52,3357,3338,173,2,-0.335,0,0
270,10.8462813,61.3524743,999900000,999900000,999900000,999900000,99.999,99.999,99.999,19.867,12,3053,2353,173,1,4.511,0,0
271,11.3104533,61.3525568,10.95,7.394,6.333,6.291,21.736,19.797,19.762,18.492,47,3697,3337,103,1,2.873,0,0
272,11.3139741,61.353226,999900000,999900000,999900000,999900000,99.999,99.999,99.999,20.451,10,2580,1214,21,2,0.065,0,0
273,11.2872835,61.3533956,-7.452,5.197,4.212,4.111,19.774,18.699,18.714,18.033,58,3787,3312,11,2,0.406,0,0
274,11.2156546,61.3534254,0.7594,3.023,7.068,6.983,21.831,20.352,20.077,18.876,32,3322,2808,122,1,2.233,0,0
275,11.2113562,61.3534569,9.745,2.712,8.01,8.105,20.707,19.316,19.335,18.435,48,5142,2459,54,1,4.914,0,0
276,11.1279605,61.3537239,999900000,999900000,999900000,999900000,99.999,99.999,99.999,20.02,17,2948,1636,111,2,1.118,0,0
277,11.1400654,61.3538849,124.1,-73.44,111.7,114.8,99.999,99.999,21.407,19.289,26,3531,2698,153,1,3.774,0,0
278,11.0361492,61.3540195,3.475,-3.035,7.618,7.601,22.121,20.775,20.176,18.717,39,3694,2793,70,1,3.003,0,0
279,11.0267074,61.3541055,-3.023,-1.943,4.735,4.634,19.952,18.881,18.69,17.849,68,5018,3119,23,1,2.851,0,0
280,11.1641697,61.3544498,147.3,-133.5,82.79,83.13,99.999,99.999,21.04,19.825,22,2919,2281,70,2,1.424,0,0
281,11.2723825,61.3547157,-2.936,6.087,6.136,6.082,20.94,19.857,19.548,18.653,39,3739,2375,40,2,-0.012,0,0
282,11.3007566,61.3547959,3.116,2.133,2.851,2.45,16.54,15.334,15.454,15.116,190,6747,5671,172,2,1.002,1,0
283,11.177872,61.3548131,102.6,-7.48,47.4,47.6,21.118,99.999,19.713,18.352,59,6518,3222,42,1,7.439,0,0
284,11.0870737,61.3549139,999900000,999900000,999900000,999900000,99.999,99.999,99.999,20.648,9,2245,1213,61,2,0.056,0,0
285,11.3175654,61.3549357,9.179,-3.986,4.187,4.136,20.182,18.72,18.703,17.806,76,4418,3779,141,2,2.347,3,0
286,11.0779659,61.3551339,-1.723,-7.258,6.881,6.793,21.927,20.13,20.181,18.686,39,3432,3009,92,1,2.777,0,0
287,11.0725824,61.355476,10.82,1.275,5.864,5.775,21.449,19.694,19.599,18.459,54,3822,3248,154,2,1.862,0,0
288,10.8072256,61.3556771,-4.697,0.2274,5.484,5.482,19.699,18.236,18.647,17.761,66,4195,3234,79,2,-0.178,2,0
289,10.9622399,61.356108,-10.72,-2.725,4.745,4.699,20.572,19.101,18.918,17.954,60,3785,3400,145,2,0.126,0,0
290,10.8994913,61.3561406,999900000,999900000,999900000,999900000,99.999,99.999,99.999,20.136,17,3221,1756,100,2,1.572,0,0
291,11.1666122,61.3561836,-22.66,245.8,98.32,100.9,99.999,99.999,20.932,20.385,11,2648,1388,160,2,0.268,0,0
292,11.2056381,61.3563549,-2.081,-0.14,3,2.749,18.226,17.365,17.38,16.662,99,4674,4403,75,2,-0.296,0,0
293,10.8396161,61.3563761,131.1,-202.2,97.06,100,99.999,99.999,20.728,20.656,8,1829,1410,92,2,-1.331,0,0
294,11.0643931,61.3564317,999900000,999900000,999900000,999900000,99.999,99.999,99.999,20.121,8,2707,923,6,1,0.716,0,0
295,11.0027744,61.3565732,-0.9335,8.243,8.651,8.8,22.37,20.156,19.704,18.55,44,4111,2902,65,1,3.404,0,0
296,11.1490488,61.3566798,40.14,-86.4,90.57,91.26,99.999,99.999,21.376,20.341,12,3012,1377,53,2,1.459,0,0
297,11.2998158,61.3567611,-51.49,20.21,79.99,80.71,99.999,99.999,20.795,19.935,16,2418,2173,95,2,-1.399,2,0
298,11.3151601,61.3569072,-17.79,1.55,7.194,7.237,20.898,18.825,19.264,17.822,88,7442,4034,74,1,6.389,2,0
299,11.2251966,61.3570018,19.03,-27.17,8.217,8.357,21.494,19.903,20.313,19.315,26,2614,2367,46,2,-1.313,0,0
300,10.8263171,61.3570717,-93.08,-161.4,102.7,103.8,99.999,99.999,21.392,19.898,12,2726,1555,165,1,2.377,0,0
301,11.1315994,61.3570894,1.395,-6.446,4.625,4.544,21.002,19.088,18.682,17.388,85,4444,3889,19,2,1.278,0,0
302,10.8874918,61.3571376,4.278,1.681,2.977,2.689,18.488,17.198,17.551,17.038,92,4530,3970,89,2,-0.914,0,0
303,11.3175184,61.3571943,11.53,5.042,3.125,2.915,18.672,17.439,17.529,17.012,128,6640,4387,73,1,3.061,1,0
304,11.2802298,61.3572057,33.32,-85.46,5.182,5.124,21.364,99.999,19.481,18.77,42,5986,3568,156,1,3.011,2,0
305,10.809985,61.3573083,2.172,6.408,2.842,2.501,18.049,16.723,17.076,16.549,111,4848,4627,166,2,-0.565,1,0
306,11.1641451,61.3574,-2.173,3.245,3.508,3.411,19.94,18.204,17.907,16.856,100,4679,4309,39,2,0.245,0,0
307,10.8700189,61.3574767,-0.0394,-6.254,5.053,5.008,21.477,19.31,19.354,17.733,73,3994,3815,81,2,0.731,0,0
308,10.894946,61.3574825,1.051,4.321,3.121,2.976,19.339,17.659,17.681,16.855,104,4750,4396,83,2,0.233,0,0
309,10.9937692,61.3576177,-108.5,-150.5,93.05,93.71,99.999,99.999,21.585,20.289,14,2538,1688,42,2,0.747,0,0
310,10.9380347,61.3578028,-16.4,32.1,100.2,103,99.999,99.999,21.114,20.239,15,3144,1532,34,2,1.018,0,0
311,11.1777018,61.3579752,6.782,33.65,3.083,2.581,15.65,13.784,14.389,14.276,202,6546,6457,21,2,-0.538,0,0
312,10.9719619,61.358013,22.91,-45.72,54.47,54.66,22.281,99.999,21.053,20.247,12,2308,1392,135,2,-1.491,0,0
313,11.0668488,61.3580686,999900000,999900000,999900000,999900000,99.999,99.999,99.999,20.704,8,2027,1485,102,2,-0.307,0,0
314,11.2790054,61.3580898,-26.44,4.664,4.061,3.962,18.621,17.421,17.963,17.281,93,5111,4043,141,2,0.731,1,0
315,11.2821303,61.3582749,115.4,21.36,4.619,4.521,21.099,99.999,19.784,18.996,34,3157,2703,111,2,0.101,3,0
316,11.2467456,61.3583213,999900000,999900000,999900000,999900000,99.999,99.999,99.999,20.582,9,2167,1385,91,2,-0.524,0,0
317,11.0727394,61.3584817,153.9,-36.54,79.25,79.97,99.999,99.999,20.751,19.879,17,2222,1913,139,2,-2.053,0,0
318,11.3049065,61.3585969,23.32,-11.01,7.969,8.072,20.802,19.39,19.33,18.119,75,5164,4200,94,1,8.059,0,0
319,11.2424638,61.3586135,-4.68,98.04,48.97,48.59,21.981,99.999,20.866,19.448,30,3354,2378,107,2,1.595,0,0
320,10.9015184,61.3586404,-1.819,-1.861,5.774,5.818,19.953,18.356,18.602,17.833,62,3886,3386,87,2,-0.069,0,0
321,11.2533609,61.3587871,39.37,-76.25,50.6,50.52,21.952,99.999,20.55,19.837,21,2964,2274,172,2,1.908,0,0
322,10.9635319,61.3589727,-11.82,-8.205,7.063,7.009,21.993,20.6,20.146,19.229,34,3072,2857,77,2,1.092,0,0
323,11.2070734,61.3592397,-2.659,0.1228,7.063,7.019,21.99,20.45,20.181,19.51,29,2884,2827,47,2,1.537,0,0
324,11.1989105,61.3593526,-2.871,-0.2411,8.31,8.45,21.381,19.74,19.622,18.313,55,4933,2951,133,1,5.604,0,0
325,10.8619213,61.3594729,87.48,6.472,86.34,87.48,99.999,99.999,20.276,19.839,22,2809,2242,70,2,0.942,0,0
326,11.1919696,61.3596265,150.7,66.33,88.89,89.97,99.999,99.999,21.165,20.511,9,1873,1333,21,2,-0.955,0,0
327,10.811422,61.3598557,-1.574,7.599,6.686,6.735,20.531,18.694,19.185,18.214,53,3959,2952,21,2,0.044,0,0
328,11.1525771,61.3599823,999900000,999900000,999900000,999900000,99.999,99.999,99.999,19.714,17,3378,1547,9,1,2.574,0,0
329,10.8981569,61.3602235,4.071,-0.2835,6.033,5.978,21.415,19.806,19.707,18.528,45,3530,3033,67,2,-0.31,0,0
330,10.8070205,61.3603673,33.75,138.1,52.28,52.21,22.277,99.999,20.659,19.859,20,3179,2025,19,2,1.077,0,0
331,10.9347637,61.3604034,-16.28,3.725,3.966,3.88,20.039,18.528,18.502,17.742,64,3629,3569,75,2,-1.484,0,0
332,11.2486317,61.3604269,-34.74,-46.04,82,82.34,99.999,99.999,20.998,19.788,20,3206,1662,46,2,0.386,0,0
333,10.8440382,61.3606011,-4.842,-6.787,7.041,7.01,99.999,20.258,20.491,19.86,18,2542,1756,20,2,-1.573,0,0
334,11.2357448,61.3606297,-0.3808,-1.494,2.893,2.442,16.485,15.075,15.247,14.374,194,6510,6203,96,2,-0.45,0,0
335,11.2075042,61.3608818,-28.07,6.739,8.644,8.808,21.77,19.909,20.046,19.486,21,3062,2331,69,1,2.545,0,0
336,10.849978,61.360899,0.6399,-6.319,8.12,8.216,21.062,19.492,19.472,18.38,48,3719,3136,156,1,2.555,0,0
337,11.0233155,61.3609225,-13.28,2.761,4.283,4.185,19.817,18.77,18.655,17.932,67,4620,3258,90,2,1.891,0,0
338,10.9836451,61.3609219,2.144,10.56,8.048,8.151,21.336,19.333,19.506,18.434,50,4739,2679,34,1,3.401,0,0
339,10.8785892,61.3613345,3.534,5.336,5.933,5.979,20.704,18.423,19.053,17.82,73,4432,3422,78,2,1.549,0,0
340,11.2770613,61.3615952,-4.676,2.355,3.979,3.833,19.627,18.183,18.549,17.09,121,6379,4283,21,1,4.649,0,0
341,10.8972625,61.3619361,999900000,999900000,999900000,999900000,99.999,99.999,99.999,19.667,15,2332,2299,169,1,2.995,0,0
342,10.8628558,61.3621355,7.013,1.155,3.781,3.633,19.55,17.999,18.113,17.158,107,6308,3683,21,1,3.326,0,0
343,10.8692105,61.3621469,10.41,59.22,58.75,60.1,21.842,99.999,20.442,20.351,12,2059,1808,143,2,-1.023,0,0
344,10.9991527,61.3622094,62.71,124.9,85.61,86.32,99.999,99.999,21.089,20.192,14,2195,1814,54,2,-0.863,0,0
345,11.013055,61.362493,11.19,-3.145,8.35,8.505,99.999,19.809,20.818,19.993,18,2955,1728,163,2,0.464,0,0
346,10.9649133,61.36256,999900000,999900000,999900000,999900000,99.999,99.999,99.999,20.733,8,2330,1187,36,2,0.354,0,0
347,11.3197524,61.362674,23.82,-13.12,4.223,4.068,99.999,99.999,20.965,19.766,17,3440,1763,28,1,2.213,0,0
348,11.1890544,61.3627663,-3.807,-7.329,6.45,6.408,21.385,19.852,19.828,18.682,41,4021,2692,71,1,1.989,0,0
349,10.9689292,61.3629783,1.868,3.46,6.277,6.17,21.086,19.844,19.784,18.992,37,3782,2423,72,2,1.208,0,0
350,11.3022451,61.3632562,-5.905,-3.089,4.793,4.791,19.596,17.955,18.295,17.355,77,4223,3774,70,2,-0.358,3,0
351,11.2844416,61.3632802,2.421,1.044,5.619,5.605,19.594,18.172,18.287,17.413,101,6010,3722,67,1,5.491,0,0
352,10.8034177,61.3633226,-1.465,-2.494,3.579,3.48,19.414,18.215,18.196,17.467,83,4480,3763,117,2,0.726,0,0
353,11.3171598,61.3635421,0.5479,1.725,3.707,3.56,19.253,18.324,18.148,17.429,73,4004,3735,69,2,-1.043,0,0
354,11.2196303,61.3636383,4.125,4.897,8.548,8.703,21.034,20.183,19.694,19.029,18,2748,2270,35,4,-4.523,2,0
355,10.8287362,61.3637793,-1.198,10.81,6.452,6.352,21.373,20.015,19.928,18.789,46,3546,3007,71,2,1.932,0,0
356,11.0792986,61.3638217,999900000,999900000,999900000,999900000,99.999,99.999,99.999,20.712,8,2122,1099,162,2,-2.24,0,0
357,10.8101987,61.3638612,-37.56,73.08,98.26,99.43,99.999,99.999,21.2,19.654,17,3054,2176,133,1,3.323,0,0
358,11.1578019,61.3641007,76.35,68.52,96.73,98.94,99.999,99.999,20.709,20.561,10,2682,1113,130,2,1.199,0,0
359,11.1040034,61.3641425,-3.77,-13.84,6.569,6.514,21.502,20.152,19.855,18.899,37,3138,2923,142,2,-0.26,0,0
360,11.2134991,61.364244,-7.931,2.745,3.764,2.99,15.081,12.559,12.59,11.014,514,10751,9671,97,2,0.496,1,0
361,10.8374262,61.3643282,15.73,-222.6,89.66,90.73,99.999,99.999,21.223,20.548,11,2746,1483,24,2,1.095,0,0
362,11.1965728,61.3643889,2.914,-9.441,2.868,2.567,18.266,16.993,16.659,15.864,137,5992,4719,18,2,0.493,0,0
363,11.2382091,61.3644067,23.93,205.3,67.99,69.79,22.177,99.999,20.349,19.658,15,3760,1787,169,1,3.21,0,0
364,10.9232656,61.3645281,-10.23,-76.3,104,106.3,99.999,99.999,20.73,19.523,20,3604,1747,94,1,2.275,0,0
365,11.3043341,61.364543,-8.632,0.9506,6.575,6.476,21.481,20.072,19.968,19.128,33,3056,2703,136,2,0.535,2,0
366,11.0459015,61.3646977,-2.248,-2.06,3.205,3.002,19.364,17.785,17.484,16.487,118,6059,4112,87,2,1.264,0,0
367,10.9570054,61.3647734,71.03,33.22,97.39,98.16,99.999,99.999,21.281,19.327,22,3682,2008,8,1,3.407,0,0
368,11.0337101,61.3649269,6.099,-2.509,5.861,5.78,20.987,19.542,19.465,18.224,55,4127,3021,40,1,2.083,2,0
369,11.267721,61.3650226,-11.64,-5.23,8.172,8.312,21.443,19.826,20.211,19.371,25,2596,2375,75,2,-1.246,0,0
370,11.2788066,61.3651767,-2.319,10.95,5.691,5.591,20.995,19.562,19.457,18.585,43,3298,2927,7,2,-0.485,0,0
371,11.3204675,61.3652323,-46.35,360.3,99.58,100.3,99.999,99.999,21.457,19.326,24,3969,1800,153,1,3.452,0,0
372,10.8185708,61.3652449,5.567,13.09,7.098,7.034,99.999,20.348,20.322,19.938,17,2182,2098,45,2,-1.315,0,0
